hourly,promotion_id,total_order_count,order_count,inorganic_ratio
18,promo_98,61,61,1.0
18,promo_99,21,21,1.0
19,promo_0,43,43,1.0
19,promo_1,35,35,1.0
19,promo_10,46,46,1.0
19,promo_11,72,72,1.0
19,promo_12,58,58,1.0
19,promo_13,37,37,1.0
19,promo_14,49,49,1.0
19,promo_15,53,53,1.0
19,promo_16,64,64,1.0
19,promo_17,40,40,1.0
19,promo_18,44,44,1.0
19,promo_19,16,16,1.0
19,promo_2,14,14,1.0
19,promo_20,38,38,1.0
19,promo_21,52,52,1.0
19,promo_22,58,58,1.0
19,promo_23,20,20,1.0
19,promo_24,35,35,1.0
19,promo_25,44,44,1.0
19,promo_26,22,22,1.0
19,promo_27,34,34,1.0
19,promo_28,60,60,1.0
19,promo_29,21,21,1.0
19,promo_3,64,64,1.0
19,promo_30,60,60,1.0
19,promo_31,55,55,1.0
19,promo_32,27,27,1.0
19,promo_33,45,45,1.0
19,promo_34,28,28,1.0
19,promo_35,35,35,1.0
19,promo_36,34,34,1.0
19,promo_37,33,33,1.0
19,promo_38,71,71,1.0
19,promo_39,51,51,1.0
19,promo_4,47,47,1.0
19,promo_40,35,35,1.0
19,promo_41,64,64,1.0
19,promo_42,21,21,1.0
19,promo_43,40,40,1.0
19,promo_44,27,27,1.0
19,promo_45,49,49,1.0
19,promo_46,50,50,1.0
19,promo_47,21,21,1.0
19,promo_48,42,42,1.0
19,promo_49,42,42,1.0
19,promo_5,29,29,1.0
19,promo_50,49,49,1.0
19,promo_51,36,36,1.0
19,promo_52,35,35,1.0
19,promo_53,55,55,1.0
19,promo_54,33,33,1.0
19,promo_55,62,62,1.0
19,promo_56,54,54,1.0
19,promo_57,38,38,1.0
19,promo_58,24,24,1.0
19,promo_59,56,56,1.0
19,promo_6,38,38,1.0
19,promo_60,34,34,1.0
19,promo_61,21,21,1.0
19,promo_63,43,43,1.0
19,promo_64,35,35,1.0
19,promo_65,55,55,1.0
19,promo_66,24,24,1.0
19,promo_67,36,36,1.0
19,promo_68,50,50,1.0
19,promo_69,38,38,1.0
19,promo_7,11,11,1.0
19,promo_70,14,14,1.0
19,promo_71,53,53,1.0
19,promo_72,46,46,1.0
19,promo_73,58,58,1.0
19,promo_74,42,42,1.0
19,promo_75,45,45,1.0
19,promo_76,70,70,1.0
19,promo_77,39,39,1.0
19,promo_78,55,55,1.0
19,promo_79,24,24,1.0
19,promo_8,24,24,1.0
19,promo_80,48,48,1.0
19,promo_81,43,43,1.0
19,promo_82,56,56,1.0
19,promo_83,67,67,1.0
19,promo_84,40,40,1.0
19,promo_85,63,63,1.0
19,promo_86,17,17,1.0
19,promo_87,14,14,1.0
19,promo_88,49,49,1.0
19,promo_9,34,34,1.0
19,promo_90,62,62,1.0
19,promo_91,52,52,1.0
19,promo_92,61,61,1.0
19,promo_93,11,11,1.0
19,promo_94,60,60,1.0
19,promo_95,46,46,1.0
19,promo_96,62,62,1.0
19,promo_97,20,20,1.0
19,promo_98,46,46,1.0
19,promo_99,15,15,1.0
20,promo_0,28,28,1.0
20,promo_1,39,39,1.0
20,promo_10,59,59,1.0
20,promo_11,61,61,1.0
20,promo_12,58,58,1.0
20,promo_13,35,35,1.0
20,promo_14,41,41,1.0
20,promo_15,56,56,1.0
20,promo_16,61,61,1.0
20,promo_17,33,33,1.0
20,promo_18,53,53,1.0
20,promo_19,13,13,1.0
20,promo_2,36,36,1.0
20,promo_20,42,42,1.0
20,promo_21,31,31,1.0
20,promo_22,68,68,1.0
20,promo_23,15,15,1.0
20,promo_24,51,51,1.0
20,promo_25,43,43,1.0
20,promo_26,21,21,1.0
20,promo_27,39,39,1.0
20,promo_28,60,60,1.0
20,promo_29,22,22,1.0
20,promo_3,64,64,1.0
20,promo_30,54,54,1.0
20,promo_31,62,62,1.0
20,promo_32,15,15,1.0
20,promo_33,35,35,1.0
20,promo_34,19,19,1.0
20,promo_35,40,40,1.0
20,promo_36,30,30,1.0
20,promo_37,41,41,1.0
20,promo_38,47,47,1.0
20,promo_39,60,60,1.0
20,promo_4,38,38,1.0
20,promo_40,29,29,1.0
20,promo_41,57,57,1.0
20,promo_42,41,41,1.0
20,promo_43,32,32,1.0
20,promo_44,39,39,1.0
20,promo_45,48,48,1.0
20,promo_46,58,58,1.0
20,promo_47,24,24,1.0
20,promo_48,38,38,1.0
20,promo_49,28,28,1.0
20,promo_5,30,30,1.0
20,promo_50,47,47,1.0
20,promo_51,45,45,1.0
20,promo_52,29,29,1.0
20,promo_53,61,61,1.0
20,promo_54,36,36,1.0
20,promo_55,67,67,1.0
20,promo_56,53,53,1.0
20,promo_57,34,34,1.0
20,promo_58,25,25,1.0
20,promo_59,54,54,1.0
20,promo_6,44,44,1.0
20,promo_60,37,37,1.0
20,promo_61,28,28,1.0
20,promo_63,35,35,1.0
20,promo_64,34,34,1.0
20,promo_65,65,65,1.0
20,promo_66,40,40,1.0
20,promo_67,50,50,1.0
20,promo_68,51,51,1.0
20,promo_69,32,32,1.0
20,promo_7,12,12,1.0
20,promo_70,17,17,1.0
20,promo_71,60,60,1.0
20,promo_72,39,39,1.0
20,promo_73,65,65,1.0
20,promo_74,37,37,1.0
20,promo_75,50,50,1.0
20,promo_76,59,59,1.0
20,promo_77,44,44,1.0
20,promo_78,60,60,1.0
20,promo_79,15,15,1.0
20,promo_8,18,18,1.0
20,promo_80,34,34,1.0
20,promo_81,34,34,1.0
20,promo_82,43,43,1.0
20,promo_83,63,63,1.0
20,promo_84,42,42,1.0
20,promo_85,62,62,1.0
20,promo_86,28,28,1.0
20,promo_87,24,24,1.0
20,promo_88,60,60,1.0
20,promo_9,23,23,1.0
20,promo_90,53,53,1.0
20,promo_91,62,62,1.0
20,promo_92,57,57,1.0
20,promo_93,19,19,1.0
20,promo_94,64,64,1.0
20,promo_95,34,34,1.0
20,promo_96,56,56,1.0
20,promo_97,24,24,1.0
20,promo_98,64,64,1.0
20,promo_99,21,21,1.0
21,promo_0,38,38,1.0
21,promo_1,40,40,1.0
21,promo_10,65,65,1.0
21,promo_11,57,57,1.0
21,promo_12,50,50,1.0
21,promo_13,36,36,1.0
21,promo_14,28,28,1.0
21,promo_15,65,65,1.0
21,promo_16,65,65,1.0
21,promo_17,43,43,1.0
21,promo_18,40,40,1.0
21,promo_19,21,21,1.0
21,promo_2,24,24,1.0
21,promo_20,37,37,1.0
21,promo_21,45,45,1.0
21,promo_22,49,49,1.0
21,promo_23,19,19,1.0
21,promo_24,41,41,1.0
21,promo_25,54,54,1.0
21,promo_26,21,21,1.0
21,promo_27,29,29,1.0
21,promo_28,64,64,1.0
21,promo_29,11,11,1.0
21,promo_3,57,57,1.0
21,promo_30,62,62,1.0
21,promo_31,66,66,1.0
21,promo_32,30,30,1.0
21,promo_33,38,38,1.0
21,promo_34,13,13,1.0
21,promo_35,39,39,1.0
21,promo_36,43,43,1.0
21,promo_37,31,31,1.0
21,promo_38,53,53,1.0
21,promo_39,66,66,1.0
21,promo_4,44,44,1.0
21,promo_40,36,36,1.0
21,promo_41,62,62,1.0
21,promo_42,46,46,1.0
21,promo_43,39,39,1.0
21,promo_44,43,43,1.0
21,promo_45,47,47,1.0
21,promo_46,52,52,1.0
21,promo_47,16,16,1.0
21,promo_48,44,44,1.0
21,promo_49,46,46,1.0
21,promo_5,19,19,1.0
21,promo_50,50,50,1.0
21,promo_51,44,44,1.0
21,promo_52,38,38,1.0
21,promo_53,54,54,1.0
21,promo_54,48,48,1.0
21,promo_55,59,59,1.0
21,promo_56,45,45,1.0
21,promo_57,38,38,1.0
21,promo_58,13,13,1.0
21,promo_59,50,50,1.0
21,promo_6,32,32,1.0
21,promo_60,26,26,1.0
21,promo_61,25,25,1.0
21,promo_63,29,29,1.0
21,promo_64,32,32,1.0
21,promo_65,67,67,1.0
21,promo_66,22,22,1.0
21,promo_67,40,40,1.0
21,promo_68,58,58,1.0
21,promo_69,40,40,1.0
21,promo_7,21,21,1.0
21,promo_70,13,13,1.0
21,promo_71,63,63,1.0
21,promo_72,47,47,1.0
21,promo_73,63,63,1.0
21,promo_74,50,50,1.0
21,promo_75,32,32,1.0
21,promo_76,67,67,1.0
21,promo_77,47,47,1.0
21,promo_78,58,58,1.0
21,promo_79,18,18,1.0
21,promo_8,17,17,1.0
21,promo_80,37,37,1.0
21,promo_81,31,31,1.0
21,promo_82,36,36,1.0
21,promo_83,56,56,1.0
21,promo_84,36,36,1.0
21,promo_85,51,51,1.0
21,promo_86,24,24,1.0
21,promo_87,22,22,1.0
21,promo_88,57,57,1.0
21,promo_9,14,14,1.0
21,promo_90,60,60,1.0
21,promo_91,53,53,1.0
21,promo_92,60,60,1.0
21,promo_93,19,19,1.0
21,promo_94,60,60,1.0
21,promo_95,38,38,1.0
21,promo_96,53,53,1.0
21,promo_97,21,21,1.0
21,promo_98,58,58,1.0
21,promo_99,24,24,1.0
22,promo_0,40,40,1.0
22,promo_1,29,29,1.0
22,promo_10,61,61,1.0
22,promo_11,73,73,1.0
22,promo_12,52,52,1.0
22,promo_13,34,34,1.0
22,promo_14,33,33,1.0
22,promo_15,55,55,1.0
22,promo_16,53,53,1.0
22,promo_17,39,39,1.0
22,promo_18,45,45,1.0
22,promo_19,19,19,1.0
22,promo_2,28,28,1.0
22,promo_20,50,50,1.0
22,promo_21,60,60,1.0
22,promo_22,54,54,1.0
22,promo_23,13,13,1.0
22,promo_24,38,38,1.0
22,promo_25,42,42,1.0
22,promo_26,27,27,1.0
22,promo_27,26,26,1.0
22,promo_28,52,52,1.0
22,promo_29,18,18,1.0
22,promo_3,60,60,1.0
22,promo_30,40,40,1.0
22,promo_31,53,53,1.0
22,promo_32,20,20,1.0
22,promo_33,33,33,1.0
22,promo_34,18,18,1.0
22,promo_35,34,34,1.0
22,promo_36,47,47,1.0
22,promo_37,45,45,1.0
22,promo_38,52,52,1.0
22,promo_39,55,55,1.0
22,promo_4,27,27,1.0
22,promo_40,41,41,1.0
22,promo_41,67,67,1.0
22,promo_42,28,28,1.0
22,promo_43,32,32,1.0
22,promo_44,50,50,1.0
22,promo_45,32,32,1.0
22,promo_46,58,58,1.0
22,promo_47,12,12,1.0
22,promo_48,41,41,1.0
22,promo_49,27,27,1.0
22,promo_5,28,28,1.0
22,promo_50,38,38,1.0
22,promo_51,57,57,1.0
22,promo_52,34,34,1.0
22,promo_53,45,45,1.0
22,promo_54,43,43,1.0
22,promo_55,72,72,1.0
22,promo_56,48,48,1.0
22,promo_57,32,32,1.0
22,promo_58,20,20,1.0
22,promo_59,78,78,1.0
22,promo_6,33,33,1.0
22,promo_60,32,32,1.0
22,promo_61,25,25,1.0
22,promo_63,44,44,1.0
22,promo_64,44,44,1.0
22,promo_65,45,45,1.0
22,promo_66,59,59,1.0
22,promo_67,41,41,1.0
22,promo_68,57,57,1.0
22,promo_69,33,33,1.0
22,promo_7,17,17,1.0
22,promo_70,17,17,1.0
22,promo_71,62,62,1.0
22,promo_72,38,38,1.0
22,promo_73,58,58,1.0
22,promo_74,52,52,1.0
22,promo_75,50,50,1.0
22,promo_76,63,63,1.0
22,promo_77,32,32,1.0
22,promo_78,49,49,1.0
22,promo_79,18,18,1.0
22,promo_8,29,29,1.0
22,promo_80,36,36,1.0
22,promo_81,33,33,1.0
22,promo_82,38,38,1.0
22,promo_83,57,57,1.0
22,promo_84,34,34,1.0
22,promo_85,59,59,1.0
22,promo_86,14,14,1.0
22,promo_87,22,22,1.0
22,promo_88,60,60,1.0
22,promo_9,20,20,1.0
22,promo_90,57,57,1.0
22,promo_91,73,73,1.0
22,promo_92,54,54,1.0
22,promo_93,20,20,1.0
22,promo_94,51,51,1.0
22,promo_95,51,51,1.0
22,promo_96,64,64,1.0
22,promo_97,20,20,1.0
22,promo_98,63,63,1.0
22,promo_99,18,18,1.0
23,promo_0,24,24,1.0
23,promo_1,29,29,1.0
23,promo_10,44,44,1.0
23,promo_11,51,51,1.0
23,promo_12,62,62,1.0
23,promo_13,32,32,1.0
23,promo_14,37,37,1.0
23,promo_15,58,58,1.0
23,promo_16,54,54,1.0
23,promo_17,30,30,1.0
23,promo_18,28,28,1.0
23,promo_19,14,14,1.0
23,promo_2,19,19,1.0
23,promo_20,39,39,1.0
23,promo_21,37,37,1.0
23,promo_22,42,42,1.0
23,promo_23,20,20,1.0
23,promo_24,40,40,1.0
23,promo_25,48,48,1.0
23,promo_26,11,11,1.0
23,promo_27,29,29,1.0
23,promo_28,52,52,1.0
23,promo_29,25,25,1.0
23,promo_3,51,51,1.0
23,promo_30,60,60,1.0
23,promo_31,57,57,1.0
23,promo_32,20,20,1.0
23,promo_33,29,29,1.0
23,promo_34,25,25,1.0
23,promo_35,41,41,1.0
23,promo_36,37,37,1.0
23,promo_37,31,31,1.0
23,promo_38,53,53,1.0
23,promo_39,41,41,1.0
23,promo_4,34,34,1.0
23,promo_40,32,32,1.0
23,promo_41,59,59,1.0
23,promo_42,23,23,1.0
23,promo_43,28,28,1.0
23,promo_44,40,40,1.0
23,promo_45,45,45,1.0
23,promo_46,39,39,1.0
23,promo_47,21,21,1.0
23,promo_48,45,45,1.0
23,promo_49,36,36,1.0
23,promo_5,20,20,1.0
23,promo_50,46,46,1.0
23,promo_51,47,47,1.0
23,promo_52,29,29,1.0
23,promo_53,57,57,1.0
23,promo_54,41,41,1.0
23,promo_55,59,59,1.0
23,promo_56,32,32,1.0
23,promo_57,36,36,1.0
23,promo_58,27,27,1.0
23,promo_59,48,48,1.0
23,promo_6,28,28,1.0
23,promo_60,26,26,1.0
23,promo_61,15,15,1.0
23,promo_63,36,36,1.0
23,promo_64,35,35,1.0
23,promo_65,50,50,1.0
23,promo_66,33,33,1.0
23,promo_67,31,31,1.0
23,promo_68,66,66,1.0
23,promo_69,34,34,1.0
23,promo_7,17,17,1.0
23,promo_70,21,21,1.0
23,promo_71,41,41,1.0
23,promo_72,33,33,1.0
23,promo_73,47,47,1.0
23,promo_74,51,51,1.0
23,promo_75,36,36,1.0
23,promo_76,64,64,1.0
23,promo_77,36,36,1.0
23,promo_78,66,66,1.0
23,promo_79,16,16,1.0
23,promo_8,10,10,1.0
23,promo_80,40,40,1.0
23,promo_81,24,24,1.0
23,promo_82,34,34,1.0
23,promo_83,49,49,1.0
23,promo_84,33,33,1.0
23,promo_85,55,55,1.0
23,promo_86,13,13,1.0
23,promo_87,17,17,1.0
23,promo_88,50,50,1.0
23,promo_9,28,28,1.0
23,promo_90,54,54,1.0
23,promo_91,55,55,1.0
23,promo_92,52,52,1.0
23,promo_93,21,21,1.0
23,promo_94,51,51,1.0
23,promo_95,39,39,1.0
23,promo_96,53,53,1.0
23,promo_97,19,19,1.0
23,promo_98,50,50,1.0
23,promo_99,20,20,1.0
