monetary,frequency,segments_numeric
31.80115384615385,54.26315789473684,1.0
28.81688888888889,54.09090909090909,1.0
24.957500000000003,66.0,1.0
21.247500000000002,33.0,1.0
30.34320512820512,63.94736842105263,1.0
26.578699999999998,47.36734693877551,1.0
29.15522727272727,54.44186046511628,1.0
28.8525,8.0,1.0
24.935000000000002,8.0,1.0
12.52,25.0,0.0
29.749166666666667,64.17142857142858,1.0
25.087096774193547,69.56666666666666,1.0
22.555,19.0,
31.181097560975616,60.075,1.0
28.095,26.0,1.0
33.03170454545454,55.325581395348834,1.0
21.7675,43.0,1.0
37.4075,11.0,
30.14489130434782,54.355555555555554,1.0
44.81,19.0,
10.0525,9.0,
52.8875,13.0,11.0
25.53125,14.333333333333334,1.0
29.8875,4.0,1.0
26.86,22.0,1.0
29.15142857142857,49.708333333333336,1.0
28.604625,58.41025641025641,1.0
25.816666666666666,25.5,1.0
27.79313725490196,48.86,1.0
42.6975,23.0,11.0
19.903333333333332,21.5,0.0
38.1125,8.0,
29.0475,10.0,1.0
30.597499999999997,5.0,1.0
16.93,15.0,0.0
28.095113636363635,54.02325581395349,1.0
26.3375,3.0,1.0
26.47,13.0,
29.349574468085102,50.04347826086956,1.0
28.623148148148147,45.56603773584906,1.0
25.055,51.0,1.0
40.1875,44.0,2.0
28.22666666666667,10.5,
33.81395348837209,52.904761904761905,2.0
25.21,33.0,1.0
27.254375,51.51063829787234,1.0
29.75321428571428,57.073170731707314,1.0
28.168906250000003,77.19354838709677,1.0
27.926025641025646,54.86842105263158,1.0
30.228191489361695,48.369565217391305,1.0
31.219019607843144,47.88,1.0
32.2525,25.0,1.0
25.136666666666667,12.5,1.0
31.790918367346936,50.75,1.0
28.86295918367346,49.416666666666664,1.0
32.3625,25.0,1.0
24.7325,24.0,1.0
39.343333333333334,33.0,2.0
28.825138888888887,62.714285714285715,1.0
30.08829545454545,53.69767441860465,1.0
28.935,7.0,1.0
27.195100000000004,48.265306122448976,1.0
28.82670212765958,50.45652173913044,1.0
23.3625,20.0,
36.45,26.0,
30.885609756097548,58.575,1.0
29.741111111111113,53.65909090909091,1.0
28.363777777777777,55.06818181818182,1.0
29.48456521739131,53.15555555555556,1.0
28.8025,6.0,1.0
31.38870370370371,45.075471698113205,1.0
21.82125,15.666666666666666,1.0
29.5765306122449,49.270833333333336,1.0
29.826315789473682,63.108108108108105,1.0
28.5775,10.0,1.0
31.0613725490196,47.76,1.0
38.55,5.0,2.0
33.435,8.0,
38.775,41.0,
24.427500000000002,15.0,
27.599199999999986,47.30612244897959,1.0
29.407424242424245,74.34375,1.0
27.69009090909091,44.0,1.0
31.63124999999999,42.836363636363636,1.0
27.4275,4.0,1.0
31.60773584905661,47.73076923076923,1.0
25.535,11.0,1.0
31.710096153846163,46.35294117647059,1.0
31.263333333333332,19.5,1.0
20.2825,43.0,0.0
20.913333333333334,10.0,1.0
26.9125,25.0,1.0
29.380204081632655,50.3125,1.0
30.418902439024382,53.7,1.0
37.205,34.0,2.0
34.108857142857154,68.61764705882354,2.0
22.1075,17.0,1.0
28.76775862068967,40.175438596491226,1.0
26.4225,13.0,1.0
46.5325,21.0,11.0
32.3925,17.666666666666668,1.0
26.48,19.0,1.0
10.05,6.0,0.0
32.0975,42.0,1.0
32.4275,25.0,1.0
40.197500000000005,13.0,2.0
26.560000000000002,10.0,1.0
31.62921052631579,63.7027027027027,1.0
28.739285714285707,53.24390243902439,1.0
27.322499999999998,58.0,1.0
21.055,6.0,1.0
30.11825581395349,58.785714285714285,1.0
32.435,25.0,
32.57474358974358,62.71052631578947,1.0
25.218333333333334,20.0,1.0
45.325,42.0,11.0
42.197500000000005,2.0,11.0
25.7,46.0,1.0
30.93,20.0,
25.229166666666668,11.0,1.0
37.540000000000006,39.0,2.0
22.69666666666667,32.0,1.0
33.63363636363636,53.46511627906977,1.0
32.21340909090909,51.25581395348837,1.0
9.219999999999999,42.0,
30.141442307692316,44.705882352941174,1.0
28.3475,19.0,1.0
30.62738095238095,53.53658536585366,1.0
15.497499999999999,47.0,0.0
39.095,26.0,2.0
21.785,14.0,1.0
27.608947368421056,65.43243243243244,1.0
42.1,48.0,11.0
23.37,29.0,1.0
30.08666666666667,25.5,1.0
26.9825,19.0,1.0
29.774705882352936,35.701492537313435,1.0
34.36833333333333,25.5,2.0
28.903984374999997,37.301587301587304,1.0
28.893947368421053,62.891891891891895,1.0
37.44,2.0,2.0
35.905,10.0,2.0
31.345,55.0,1.0
28.675138888888892,65.37142857142857,1.0
29.552500000000002,19.666666666666668,1.0
39.9225,34.0,2.0
41.115,27.0,2.0
33.7725,26.0,2.0
35.8225,38.0,2.0
32.38519999999999,48.83673469387755,1.0
31.459673913043474,52.022222222222226,1.0
26.4125,22.0,1.0
9.530000000000001,46.0,0.0
41.555,7.0,
20.814999999999998,37.0,0.0
42.4425,6.0,11.0
26.834999999999997,24.5,1.0
30.352708333333325,50.57446808510638,1.0
28.585256410256413,60.39473684210526,1.0
33.4154,48.142857142857146,1.0
26.26269230769231,47.35294117647059,1.0
22.18166666666667,11.0,
29.526666666666667,52.18181818181818,1.0
45.88,59.0,11.0
25.43,40.0,1.0
28.5475,21.0,1.0
25.137500000000003,13.0,1.0
41.42,2.0,2.0
33.77,21.0,2.0
33.5,23.0,1.0
34.625,20.0,
27.279999999999994,51.53333333333333,1.0
29.764591836734688,49.979166666666664,1.0
24.155,2.0,
30.5,12.0,1.0
28.726595744680854,51.78260869565217,1.0
27.110487804878044,55.925,1.0
28.962352941176476,71.0,1.0
20.455,3.0,0.0
39.3925,20.0,2.0
29.153260869565226,53.51111111111111,1.0
26.72344827586207,41.91228070175438,1.0
32.056000000000004,53.0,1.0
29.4575,65.0,1.0
38.8475,6.0,2.0
29.553030303030305,68.8125,1.0
31.460888888888885,54.70454545454545,1.0
31.079124999999998,61.61538461538461,1.0
33.116395348837216,55.42857142857143,1.0
31.715897435897432,58.78947368421053,1.0
24.009999999999998,9.0,
28.693461538461534,61.5,1.0
22.0375,34.0,1.0
29.89776595744681,45.04347826086956,1.0
38.795,20.0,2.0
26.79927083333334,50.5531914893617,1.0
35.1975,16.0,2.0
21.939999999999998,44.0,1.0
27.45771739130435,52.111111111111114,1.0
32.2325,27.0,1.0
19.92,43.0,0.0
30.580568181818183,54.372093023255815,1.0
30.731951219512194,59.25,1.0
33.793749999999996,20.333333333333332,2.0
28.482499999999998,43.0,1.0
27.08531914893616,51.34782608695652,1.0
20.036666666666665,7.0,
20.67125,9.0,0.0
25.3375,32.0,1.0
30.195760869565216,53.4,1.0
35.27,65.0,2.0
38.27833333333333,12.5,2.0
32.92,23.0,1.0
19.8125,45.0,0.0
33.355000000000004,15.0,1.0
22.697499999999998,39.0,1.0
30.112499999999997,24.0,1.0
31.09906976744185,54.833333333333336,1.0
27.880000000000003,15.0,1.0
22.895,15.0,1.0
27.5775,21.666666666666668,1.0
30.518409090909095,55.55813953488372,1.0
34.18243902439024,59.025,2.0
19.03,12.0,0.0
34.2375,22.0,2.0
34.041458333333345,51.319148936170215,2.0
17.3425,11.0,
36.0,49.0,2.0
18.515,20.0,0.0
28.08301886792454,45.46153846153846,1.0
23.7175,14.0,1.0
24.155,14.0,
13.6025,48.0,0.0
24.016666666666666,19.0,1.0
29.61159574468086,50.891304347826086,1.0
29.83086956521739,53.48888888888889,1.0
26.271176470588237,47.92,1.0
25.380000000000003,7.0,
40.5275,16.0,2.0
38.1175,29.0,2.0
19.975,24.0,0.0
23.935,39.0,1.0
25.138333333333332,14.5,1.0
27.620810810810816,63.111111111111114,1.0
28.932558139534887,57.666666666666664,1.0
25.509999999999998,22.0,1.0
21.4675,35.0,1.0
27.579326923076923,47.31372549019608,1.0
32.435,13.0,1.0
32.91642857142856,49.645833333333336,1.0
25.678625000000004,57.87179487179487,1.0
27.430394736842107,64.78378378378379,1.0
27.6825,17.0,1.0
38.9975,64.0,2.0
24.9725,36.0,1.0
31.696938775510198,48.104166666666664,1.0
25.4675,10.0,
32.341081081081086,67.25,1.0
30.303499999999993,59.97435897435897,1.0
47.585,24.0,11.0
29.692179487179484,61.5,1.0
29.41671428571429,70.0,1.0
30.320326086956523,50.77777777777778,1.0
27.71697368421053,59.67567567567568,1.0
17.145,34.0,0.0
31.667499999999997,32.0,
38.6475,30.0,2.0
35.29510638297872,51.608695652173914,2.0
45.644999999999996,7.0,11.0
29.50595744680851,50.15217391304348,1.0
29.5625,25.0,1.0
32.28274509803921,47.62,1.0
31.320531914893625,50.108695652173914,1.0
28.82358490566038,44.23076923076923,1.0
34.86833333333333,11.0,2.0
26.68,15.0,1.0
29.75945652173914,51.62222222222222,1.0
31.941666666666663,54.77272727272727,1.0
40.4775,3.0,2.0
30.937547169811303,44.32692307692308,1.0
29.102894736842106,41.44642857142857,1.0
23.229999999999997,7.0,1.0
29.55369999999999,47.10204081632653,1.0
36.765,9.0,2.0
37.79166666666667,18.0,2.0
27.84010416666666,51.276595744680854,1.0
29.291666666666668,58.48780487804878,1.0
29.62,29.0,1.0
28.25967391304348,53.333333333333336,1.0
28.851250000000004,50.787234042553195,1.0
27.202375,61.84615384615385,1.0
21.0275,11.0,1.0
30.663333333333338,19.5,1.0
30.765,14.0,1.0
36.945,47.0,2.0
32.505625,77.29032258064517,1.0
12.6175,42.0,0.0
15.754999999999999,11.0,0.0
29.326525423728807,41.63793103448276,1.0
23.465,32.0,1.0
11.85,18.0,0.0
27.4925,6.0,1.0
18.13,12.0,0.0
20.5975,6.0,
28.054021739130434,49.644444444444446,1.0
28.941250000000004,20.333333333333332,1.0
29.669999999999998,59.0,1.0
38.8875,17.0,2.0
35.6575,16.0,2.0
47.6925,18.0,
28.767000000000007,59.38461538461539,1.0
37.41,13.0,
26.784999999999997,17.666666666666668,1.0
36.982,14.75,2.0
29.924634146341454,58.325,1.0
21.75833333333333,4.0,1.0
28.67810810810812,65.08333333333333,1.0
28.381000000000007,60.333333333333336,1.0
30.188431372549026,43.02,1.0
30.000312500000007,49.97872340425532,1.0
25.71,21.0,
29.988552631578955,60.37837837837838,1.0
28.85055555555555,54.09090909090909,1.0
35.36,22.0,2.0
29.60029411764706,73.81818181818181,1.0
24.54,17.0,1.0
26.605,10.0,1.0
30.96010638297872,50.869565217391305,1.0
30.477065217391303,53.68888888888889,1.0
29.23780487804878,58.8,1.0
31.038229166666657,50.297872340425535,1.0
25.9525,10.0,1.0
26.082500000000003,54.0,1.0
31.973260869565216,53.55555555555556,1.0
31.3125,40.0,
26.783152173913045,50.77777777777778,1.0
31.77375,60.666666666666664,1.0
28.545,28.0,1.0
27.594069767441855,56.523809523809526,1.0
30.33109756097561,56.325,1.0
29.035,9.0,
27.213611111111113,64.85714285714286,1.0
24.8275,5.0,1.0
35.961666666666666,23.5,2.0
17.031,16.25,0.0
34.54,10.0,2.0
26.7575,25.0,1.0
32.62616279069767,57.30952380952381,1.0
39.62833333333334,26.0,2.0
28.80109589041096,33.27777777777778,1.0
30.669222222222228,55.36363636363637,1.0
24.7,12.5,1.0
29.178181818181816,56.906976744186046,1.0
34.5625,19.333333333333332,2.0
32.0525,38.0,1.0
30.572499999999998,6.0,
31.500897435897425,59.60526315789474,1.0
34.875,9.0,2.0
21.682499999999997,51.0,1.0
27.147555555555552,53.29545454545455,1.0
28.796764705882353,73.51515151515152,1.0
29.732959183673465,50.25,1.0
29.214130434782597,51.888888888888886,1.0
28.8375,21.0,1.0
18.2775,30.0,
23.4775,22.0,1.0
40.06,22.0,2.0
23.52,23.0,
38.8625,0.0,
18.834999999999997,19.0,0.0
32.375975609756104,57.1,1.0
30.75882978723404,51.15217391304348,1.0
30.383928571428562,43.32727272727273,1.0
22.9975,7.0,1.0
30.285,5.0,
20.880000000000003,12.0,1.0
28.5975,27.0,1.0
26.002236842105265,56.486486486486484,1.0
26.4453488372093,50.404761904761905,1.0
33.415,13.0,1.0
29.9925,43.0,1.0
28.455,19.0,1.0
31.355540540540545,60.083333333333336,1.0
29.278409090909097,56.395348837209305,1.0
33.1,5.0,1.0
31.002692307692307,61.73684210526316,1.0
27.85308823529412,72.21212121212122,1.0
30.8375,26.0,1.0
40.95125,20.333333333333332,2.0
23.8425,7.0,1.0
24.947499999999998,43.0,1.0
38.61833333333333,16.5,2.0
35.895,57.0,2.0
28.375,8.0,1.0
21.785,28.0,1.0
27.47365853658537,58.775,1.0
32.17629629629629,42.16981132075472,1.0
36.0875,18.0,2.0
18.9725,1.0,
30.031666666666666,23.0,1.0
29.9725,31.0,1.0
27.145,6.0,
27.706097560975618,59.3,1.0
27.830487804878043,57.85,1.0
34.19444444444444,89.15384615384616,2.0
23.903333333333332,8.0,1.0
34.6979761904762,59.4390243902439,2.0
30.738962264150953,46.05769230769231,1.0
25.615000000000002,13.0,
31.439183673469387,49.270833333333336,1.0
29.060731707317068,58.675,1.0
36.2475,38.0,2.0
27.1025,17.0,1.0
36.35785714285714,50.104166666666664,2.0
23.3125,8.0,1.0
17.7625,8.0,0.0
29.227954545454534,56.44186046511628,1.0
29.83442857142857,71.08823529411765,1.0
29.844534883720936,57.73809523809524,1.0
36.55,8.0,2.0
20.045,20.0,0.0
32.16472727272727,43.092592592592595,1.0
31.893023255813954,57.642857142857146,1.0
27.826428571428565,50.729166666666664,1.0
34.435,33.0,
32.075609756097556,58.7,1.0
26.412073170731706,56.575,1.0
24.427500000000002,57.0,1.0
27.155,0.0,
44.07,64.0,11.0
45.38249999999999,15.0,
29.23673076923078,46.86274509803921,1.0
27.048255813953478,56.76190476190476,1.0
37.2575,47.0,2.0
32.27141304347826,53.355555555555554,1.0
17.8975,92.0,
42.55500000000001,11.0,
29.85,5.0,1.0
37.582499999999996,18.0,2.0
27.86744186046512,57.142857142857146,1.0
37.675,45.0,2.0
31.70083333333334,57.5609756097561,1.0
27.95955555555556,54.63636363636363,1.0
30.565340909090914,53.674418604651166,1.0
19.200000000000003,29.0,
31.8,21.0,1.0
32.1263888888889,67.11428571428571,1.0
23.93166666666667,9.0,
33.6525,14.0,2.0
32.1935,61.64102564102564,1.0
30.202346938775506,48.666666666666664,1.0
38.915,46.0,2.0
29.96,20.0,1.0
25.905,44.0,1.0
29.8525,45.0,1.0
49.055,8.0,11.0
31.29012195121951,58.45,1.0
30.64011363636363,55.44186046511628,1.0
27.886052631578963,42.160714285714285,1.0
28.916071428571428,58.609756097560975,1.0
29.736574074074063,43.056603773584904,1.0
40.4,15.0,2.0
26.92545454545453,55.74418604651163,1.0
27.0625,20.0,
34.835,40.0,2.0
28.325000000000003,15.0,1.0
30.802888888888887,54.45454545454545,1.0
20.3325,8.0,0.0
27.442500000000003,15.0,1.0
29.689999999999998,24.0,1.0
28.5529,47.51020408163265,1.0
23.026666666666667,7.5,1.0
34.754999999999995,13.0,2.0
27.018604651162786,56.30952380952381,1.0
28.952840909090902,53.883720930232556,1.0
27.744,13.25,1.0
30.29337209302326,55.38095238095238,1.0
30.222073170731708,59.2,1.0
27.346666666666664,24.0,1.0
25.799883720930236,53.76190476190476,1.0
30.273557692307683,47.411764705882355,1.0
28.032874999999997,61.15384615384615,1.0
41.8825,7.0,11.0
26.2275,12.0,
35.822500000000005,60.0,2.0
28.176899999999996,49.285714285714285,1.0
24.633333333333336,21.0,1.0
29.349666666666675,52.13636363636363,1.0
29.38743902439024,59.25,1.0
23.6175,14.0,1.0
18.33,22.0,
27.412500000000005,49.8936170212766,1.0
26.913589743589746,60.44736842105263,1.0
15.34,44.0,0.0
31.447499999999998,14.0,
34.3125,17.666666666666668,2.0
32.0796511627907,56.42857142857143,1.0
29.65365853658537,59.65,1.0
29.840853658536584,60.175,1.0
26.109222222222233,53.20454545454545,1.0
30.102894736842103,43.392857142857146,1.0
27.311304347826084,52.93333333333333,1.0
27.7925,53.0,1.0
31.72855555555555,54.5,1.0
26.82,12.0,
28.224142857142855,68.32352941176471,1.0
27.995978260869556,51.2,1.0
29.14726190476191,56.926829268292686,1.0
34.13833333333333,9.5,2.0
27.575100000000006,42.44897959183673,1.0
30.051956521739132,52.333333333333336,1.0
19.95,34.0,0.0
29.598333333333333,25.5,1.0
26.085,6.0,
29.159999999999993,48.86,1.0
30.0075,53.0,1.0
38.5275,10.0,2.0
21.91,12.0,1.0
28.566222222222223,55.18181818181818,1.0
25.259999999999998,30.0,1.0
31.87190476190476,55.97560975609756,1.0
29.827558139534883,58.23809523809524,1.0
29.450416666666666,67.45714285714286,1.0
32.39,49.041666666666664,1.0
41.1575,30.0,2.0
37.1175,49.0,2.0
20.2325,30.0,0.0
21.265,16.333333333333332,1.0
18.33,53.0,0.0
30.19666666666667,18.0,1.0
27.626511627906982,57.19047619047619,1.0
36.515,9.0,2.0
27.90911764705882,47.12,1.0
27.94978723404256,51.608695652173914,1.0
23.811666666666667,11.0,1.0
42.474999999999994,10.0,11.0
28.24952380952381,57.609756097560975,1.0
28.42,25.0,1.0
29.663207547169808,46.76923076923077,1.0
32.25,23.0,1.0
16.69333333333333,17.5,0.0
22.377499999999998,3.0,1.0
32.46,11.0,1.0
25.176666666666666,24.0,1.0
38.85,12.0,2.0
38.167500000000004,56.0,2.0
27.48,62.0,1.0
31.365000000000002,16.0,1.0
26.33333333333334,51.1063829787234,1.0
33.89486111111111,65.57142857142857,2.0
35.0175,15.0,2.0
32.42380952380953,57.09756097560975,1.0
24.099886363636358,56.25581395348837,1.0
28.7725,6.0,
31.630000000000003,34.0,1.0
24.28,10.0,
29.632040816326523,49.229166666666664,1.0
27.22,12.0,1.0
30.916249999999998,17.333333333333332,1.0
30.701785714285716,58.8780487804878,1.0
29.644999999999996,75.45161290322581,1.0
28.24,35.5,1.0
28.082500000000003,45.0,1.0
31.631750000000004,59.8974358974359,1.0
29.23,68.12121212121212,1.0
50.129999999999995,36.0,11.0
31.84536585365854,59.15,1.0
31.321666666666665,58.78048780487805,1.0
28.235813953488375,57.904761904761905,1.0
34.8825,10.0,2.0
27.79472972972974,66.0,1.0
36.7975,17.0,2.0
26.92833333333333,12.0,1.0
41.39666666666667,10.0,2.0
29.990000000000002,10.0,1.0
35.559999999999995,103.5,2.0
28.342888888888886,53.22727272727273,1.0
27.287727272727263,55.93023255813954,1.0
23.268333333333334,16.5,1.0
30.566538461538467,61.05263157894737,1.0
32.31333333333333,28.0,1.0
27.11954545454545,54.55813953488372,1.0
30.994999999999997,42.0,1.0
29.179074074074077,91.03846153846153,1.0
32.1084375,51.57446808510638,1.0
30.4225,5.0,1.0
23.177500000000002,10.0,
46.475,35.0,11.0
31.05666666666667,5.0,1.0
31.817500000000003,39.0,1.0
18.06833333333333,16.5,0.0
21.42833333333333,28.5,1.0
24.7475,39.0,1.0
32.925,28.0,1.0
31.56028571428572,66.02941176470588,1.0
28.575100000000006,43.265306122448976,1.0
35.0925,26.0,2.0
37.754999999999995,35.0,
21.0175,22.0,
34.7825,12.0,2.0
32.74,7.0,1.0
25.947972972972966,67.5,1.0
29.066714285714287,69.3529411764706,1.0
31.125,6.0,1.0
31.56779069767441,56.166666666666664,1.0
29.373243243243248,60.0,1.0
44.16,3.0,
29.97375,20.0,1.0
30.140568181818175,52.395348837209305,1.0
23.0325,33.0,1.0
19.23,14.0,0.0
29.171515151515155,75.1875,1.0
32.58617647058824,48.14,1.0
26.334891304347824,52.44444444444444,1.0
30.730121951219516,58.975,1.0
31.770816326530603,49.958333333333336,1.0
28.50940476190476,57.41463414634146,1.0
30.81,69.48484848484848,1.0
32.37887500000001,61.794871794871796,1.0
21.38,14.5,1.0
16.425,13.666666666666666,0.0
41.272499999999994,7.0,
20.1875,33.0,0.0
25.9925,18.0,1.0
27.060000000000002,40.0,1.0
27.325,6.0,1.0
28.108625,57.92307692307692,1.0
41.806666666666665,14.5,11.0
29.701399999999992,47.10204081632653,1.0
27.822499999999998,19.0,1.0
30.325555555555557,68.74285714285715,1.0
33.0675,10.0,
30.682916666666667,46.851063829787236,1.0
31.2075,25.0,1.0
30.69333333333333,12.0,1.0
16.77,15.0,
30.068365384615383,47.31372549019608,1.0
25.311444444444437,55.11363636363637,1.0
29.78513888888889,58.714285714285715,1.0
30.685624999999995,61.8974358974359,1.0
27.2125,4.0,1.0
30.060000000000013,61.94444444444444,1.0
33.04977777777777,50.75,1.0
29.246874999999992,50.680851063829785,1.0
29.979736842105265,61.32432432432432,1.0
25.236842105263154,60.78378378378378,1.0
28.659130434782607,53.31111111111111,1.0
33.80478260869565,52.48888888888889,2.0
46.083,12.5,11.0
28.490000000000002,21.0,1.0
26.965,22.5,1.0
30.46262500000001,61.48717948717949,1.0
22.6,24.0,1.0
22.8825,21.0,1.0
17.2225,30.0,0.0
29.0575,42.96363636363636,1.0
28.05115384615385,63.21052631578947,1.0
23.80333333333333,13.0,1.0
7.535,7.0,0.0
34.8275,5.0,2.0
28.624090909090906,72.0625,1.0
29.718522727272713,54.83720930232558,1.0
33.705,18.0,
28.936111111111106,53.88636363636363,1.0
30.869404761904757,56.31707317073171,1.0
30.03375,55.116279069767444,1.0
32.00657407407407,44.301886792452834,1.0
31.39627659574468,50.15217391304348,1.0
30.100869565217405,53.13333333333333,1.0
18.496666666666666,27.5,0.0
31.869749999999993,62.666666666666664,1.0
32.504999999999995,20.0,1.0
31.014999999999993,47.88,1.0
28.76511627906977,53.04761904761905,1.0
31.405,5.0,1.0
24.933333333333334,13.0,1.0
21.3875,13.0,
31.25666666666667,53.68181818181818,1.0
26.415,42.0,1.0
39.427499999999995,22.0,
19.5375,22.0,
31.373771929824564,42.535714285714285,1.0
38.74625,16.333333333333332,2.0
32.81814285714285,66.1470588235294,1.0
28.77536585365853,60.325,1.0
33.21776315789474,65.72972972972973,1.0
29.539999999999996,57.38095238095238,1.0
26.067500000000003,3.0,
29.197499999999998,44.0,1.0
32.947361111111114,68.85714285714286,1.0
32.817499999999995,60.0,1.0
32.276666666666664,61.81578947368421,1.0
29.659999999999997,29.0,1.0
19.9625,2.0,0.0
20.4775,5.0,
28.469444444444438,54.56818181818182,1.0
23.53833333333333,26.0,1.0
45.225,15.0,
28.16529411764706,68.81818181818181,1.0
30.655,17.5,1.0
36.435,15.0,2.0
26.865,22.0,1.0
38.5975,8.0,2.0
15.518333333333333,26.0,0.0
28.83,15.0,1.0
33.3125,33.0,1.0
30.1075,2.0,1.0
25.73,9.0,
31.90314814814815,45.64150943396226,1.0
30.695930232558137,56.285714285714285,1.0
17.4675,3.0,0.0
38.0775,12.0,2.0
23.1025,14.0,
18.241666666666664,21.5,0.0
25.65125,14.666666666666666,1.0
19.9075,1.0,0.0
28.603977272727267,53.95348837209303,1.0
30.206704545454556,56.16279069767442,1.0
25.141666666666666,32.5,1.0
32.3975,36.0,1.0
29.405666666666672,77.06896551724138,1.0
30.200000000000003,10.0,1.0
30.68364864864865,61.80555555555556,1.0
29.099891304347832,49.93333333333333,1.0
27.980595238095248,55.80487804878049,1.0
27.690000000000005,60.575,1.0
26.852826086956522,52.355555555555554,1.0
29.443555555555562,55.34090909090909,1.0
20.27,21.0,0.0
32.53666666666667,22.5,1.0
25.525,63.0,1.0
36.832499999999996,37.0,2.0
29.450675675675676,64.05555555555556,1.0
45.6525,19.0,
19.1375,13.0,0.0
26.89255555555556,53.72727272727273,1.0
26.908170731707315,60.3,1.0
30.72662790697675,56.45238095238095,1.0
25.5175,6.0,
28.94988095238095,58.170731707317074,1.0
27.468,82.6896551724138,1.0
25.945,5.0,1.0
24.887244897959178,49.104166666666664,1.0
31.418552631578958,58.83783783783784,1.0
32.6975,5.0,1.0
27.90448717948718,62.63157894736842,1.0
19.8425,13.0,0.0
24.755,22.0,1.0
35.9125,6.0,2.0
30.180000000000007,11.25,1.0
17.365,2.0,0.0
30.79345238095238,58.26829268292683,1.0
28.875975609756104,58.7,1.0
29.867567567567566,66.77777777777777,1.0
30.9640243902439,60.225,1.0
25.725,7.0,
31.064999999999998,15.0,1.0
32.118750000000006,56.56410256410256,1.0
27.387307692307694,62.921052631578945,1.0
26.675,7.0,1.0
38.417500000000004,10.0,2.0
31.815399999999986,46.87755102040816,1.0
26.465,5.0,2.0
20.513333333333332,17.5,0.0
32.3942372881356,41.13793103448276,1.0
25.77921875,75.70967741935483,1.0
25.265,6.0,1.0
24.898333333333337,10.5,1.0
31.21450980392157,47.32,1.0
34.769999999999996,5.0,1.0
24.425,21.0,1.0
32.0925,24.0,1.0
25.546093750000004,77.80645161290323,1.0
28.36208333333333,50.659574468085104,1.0
21.498333333333335,27.5,1.0
27.353048780487804,60.3,1.0
19.997500000000002,15.0,0.0
42.5175,9.0,11.0
27.067500000000003,8.0,1.0
27.29740384615384,46.72549019607843,1.0
31.615,30.5,1.0
29.54666666666667,43.58490566037736,1.0
36.23125,18.0,2.0
28.084999999999997,20.5,1.0
28.281976744186046,55.11904761904762,1.0
29.790468749999995,74.64516129032258,1.0
31.97622222222222,54.90909090909091,1.0
31.30077777777777,54.68181818181818,1.0
27.139431818181823,55.116279069767444,1.0
32.92,53.04347826086956,1.0
29.01476190476191,57.4390243902439,1.0
31.622500000000002,29.0,1.0
31.195000000000004,10.5,1.0
21.880000000000003,5.0,1.0
33.335,7.0,1.0
23.047500000000003,17.0,1.0
30.88,13.0,
45.935,18.0,11.0
30.38088888888889,51.5,1.0
28.849749999999993,61.58974358974359,1.0
35.6625,27.0,2.0
33.44738095238095,58.51219512195122,1.0
9.675,35.0,0.0
30.974999999999998,28.0,1.0
20.451666666666668,12.5,0.0
24.200138888888894,66.94285714285714,1.0
26.456666666666667,13.0,1.0
30.71666666666667,13.5,1.0
29.11744186046511,56.095238095238095,1.0
28.1825,9.0,
30.167129629629624,45.283018867924525,1.0
45.3,5.0,11.0
37.3125,7.0,2.0
35.5525,14.0,
29.82530612244899,50.458333333333336,1.0
31.278953488372085,57.11904761904762,1.0
28.155425531914887,52.891304347826086,1.0
29.8017924528302,43.01923076923077,1.0
15.8275,10.0,0.0
19.8225,3.0,0.0
37.293749999999996,21.333333333333332,2.0
29.859625,62.666666666666664,1.0
29.092105263157894,65.1891891891892,1.0
29.573899999999995,49.08163265306123,1.0
41.39666666666667,7.5,2.0
35.2225,18.0,
21.854999999999997,36.0,1.0
19.008333333333333,26.0,0.0
24.224999999999998,47.0,1.0
39.86,26.0,2.0
30.620526315789473,59.4054054054054,1.0
26.725,15.0,1.0
28.861666666666675,50.191489361702125,1.0
30.2025,14.0,
28.149651162790697,56.595238095238095,1.0
26.585,43.0,1.0
32.639210526315786,62.486486486486484,1.0
35.1325,10.0,2.0
30.87,38.0,1.0
31.955000000000002,30.0,1.0
22.97,38.0,1.0
28.073289473684213,64.45945945945945,1.0
30.830263157894734,42.92857142857143,1.0
24.6925,12.0,1.0
29.755609756097556,55.325,1.0
29.62878048780488,57.225,1.0
27.87329545454546,55.95348837209303,1.0
31.54,8.0,1.0
27.66707317073171,57.45,1.0
27.8125,32.0,1.0
33.31951612903225,75.7,1.0
35.961666666666666,13.0,
29.696707317073166,59.55,1.0
30.02329545454546,56.02325581395349,1.0
29.322714285714294,71.97058823529412,1.0
26.94,2.0,1.0
45.510000000000005,24.0,11.0
29.9625,7.0,
25.18,5.0,1.0
32.2875,5.0,1.0
31.310000000000002,21.0,1.0
22.451666666666664,28.0,1.0
31.349999999999994,67.55555555555556,1.0
28.0,17.0,
29.779782608695655,52.08888888888889,1.0
28.8407,48.95918367346939,1.0
24.86,15.0,
39.9975,19.0,2.0
24.6425,23.0,1.0
23.716666666666665,19.5,1.0
13.885,20.0,0.0
30.1575,13.0,1.0
31.268,48.44897959183673,1.0
30.265,3.0,1.0
36.6275,12.0,2.0
31.3125,58.4390243902439,1.0
31.02290322580645,75.83333333333333,1.0
25.994142857142855,65.79411764705883,1.0
28.585,17.0,1.0
23.01,19.0,1.0
30.026333333333326,52.72727272727273,1.0
26.708448275862064,80.71428571428571,1.0
