client,frequency,recency,monetary,order_count
u_76545,896.0,294,14.802499999999998,2
u_765513,212.0,100,22.505,3
u_765615,1177.0,171,58.625,2
u_765718,457.0,313,27.62,3
u_765789,22.0,1403,23.0475,1
u_765862,818.0,249,29.495,1
u_76601,193.0,600,20.2725,5
u_766012,428.0,247,24.838333333333335,2
u_766044,599.5,120,36.06333333333333,3
u_766114,44.0,1327,25.805,1
u_766507,725.0,720,23.427500000000002,5
u_766539,359.0,203,26.468333333333334,7
u_766948,885.0,154,43.150000000000006,3
u_767623,112.0,60,36.1875,3
u_767686,558.5,144,42.26833333333333,5
u_767962,212.0,279,16.4875,2
u_768037,132.0,325,47.167500000000004,3
u_768334,963.0,533,35.355000000000004,1
u_768463,483.0,77,31.152500000000003,1
u_768530,794.0,13,24.93,1
u_768937,587.0,293,33.00666666666667,5
u_768951,271.0,3,25.177500000000002,2
u_769209,629.0,295,34.1375,2
u_769235,724.0,410,24.445,3
u_769615,741.0,172,37.35,5
u_769755,1176.0,173,29.03,4
u_770027,758.0,397,29.445,1
u_770060,155.0,1010,34.571666666666665,6
u_770377,40.0,972,27.035,3
u_77044,399.0,594,38.815000000000005,3
u_770499,232.0,751,13.6825,4
u_770509,388.0,28,22.628333333333334,4
u_770598,301.0,151,34.36666666666667,6
u_770641,189.5,246,18.14,5
u_770654,407.5,171,22.473333333333333,6
u_770793,113.0,684,29.564999999999998,2
u_77098,38.0,1183,30.25,5
u_771201,296.0,192,28.6325,2
u_771529,1161.0,266,28.165,6
u_771545,41.0,854,35.010000000000005,3
u_771583,25.0,1128,38.845,3
u_771658,600.0,290,31.112499999999997,7
u_771788,172.5,769,35.44166666666667,3
u_772464,763.0,86,29.04,1
u_772483,1346.0,147,18.32,3
u_772612,108.0,313,18.45,1
u_772680,249.0,677,8.945,1
u_772755,500.0,677,34.2375,4
u_773300,490.0,890,41.9675,2
u_773374,509.0,259,33.8475,2
u_773555,569.0,587,21.9525,1
u_773821,1369.0,55,35.7075,3
u_77403,430.0,293,17.843333333333334,4
u_774099,370.0,216,30.851249999999997,2
u_774629,501.0,207,18.915000000000003,4
u_77528,28.0,1057,33.2175,2
u_775300,526.0,56,22.958333333333332,5
u_77559,472.0,928,38.4525,2
u_775613,181.5,601,39.58166666666667,6
u_775709,281.0,851,16.0125,2
u_77581,180.0,312,32.480000000000004,5
u_775861,563.0,124,27.75,1
u_776110,91.0,1405,35.2975,6
u_776200,596.5,297,22.115,3
u_776616,524.5,265,44.89000000000001,1
u_776658,609.5,106,41.27,3
u_776690,174.0,556,13.4075,2
u_776741,332.0,677,36.3825,1
u_776863,630.0,794,44.28,1
u_777001,166.0,794,31.2975,3
u_777070,194.0,1066,22.1675,3
u_777122,113.0,274,25.261666666666667,3
u_777222,228.0,1035,21.7075,2
u_777227,14.0,797,19.395,5
u_777492,567.0,288,44.848333333333336,4
u_77768,879.0,253,15.625,6
u_777708,205.0,897,28.6925,2
u_77796,1190.0,97,33.735,3
u_778081,611.0,94,42.1375,5
u_778237,198.5,355,21.948333333333334,1
u_778323,61.666666666666664,443,29.04875,2
u_778374,29.0,1082,22.2775,2
u_778562,360.6666666666667,26,30.175,2
u_778600,345.5,224,39.86833333333333,5
u_778852,681.5,66,43.66833333333333,1
u_778933,835.0,107,36.5475,5
u_779096,309.0,141,35.3,1
u_77950,299.0,416,39.8775,9
u_779584,430.0,413,27.224999999999998,2
u_779810,529.0,28,23.575,2
u_77983,261.5,438,31.425,3
u_779920,572.0,61,54.1225,4
u_780270,274.5,101,27.998333333333335,4
u_780541,710.5,50,20.7,1
u_780660,798.0,417,21.5575,2
u_780763,275.0,84,21.72,2
u_781492,633.0,855,42.72,3
u_781760,406.0,1009,26.46,3
u_781900,522.0,629,36.565,6
u_782599,17.0,7,22.895000000000003,2
u_782629,521.0,923,30.814999999999998,4
u_783006,421.5,581,29.01,3
u_783149,517.0,132,26.637500000000003,4
u_78329,597.0,386,28.8075,4
u_783367,971.0,360,32.3875,3
u_783401,284.5,417,38.53,3
u_783587,1255.0,240,34.56,2
u_783637,467.5,362,37.93,1
u_783674,207.66666666666666,195,32.0175,3
u_783774,304.0,391,42.254999999999995,2
u_783787,782.0,664,32.677499999999995,2
u_784034,541.0,720,24.8575,1
u_784156,474.5,70,36.306666666666665,6
u_78421,1354.0,144,22.9925,2
u_784314,93.0,1248,22.265,1
u_784364,351.0,899,25.295,2
u_784368,589.5,29,28.755,3
u_78468,285.0,828,18.54,4
u_784820,256.0,1041,33.707499999999996,2
u_784962,571.0,779,38.9225,6
u_785048,821.0,672,18.775,6
u_785146,202.0,699,52.9225,1
u_785231,123.0,264,14.25,7
u_785335,866.0,217,21.7425,4
u_785352,648.0,685,26.85,3
u_785761,60.0,43,37.6075,4
u_785825,479.0,817,24.305,3
u_785832,266.0,72,29.174999999999997,3
u_785872,347.0,905,29.16,3
u_785933,336.0,226,19.7725,2
u_786032,381.0,267,27.7525,4
u_786192,1370.0,13,39.91,1
u_786221,7.0,619,23.61,2
u_786585,338.0,730,22.447499999999998,4
u_786816,580.5,75,30.28833333333333,4
u_786913,424.0,469,38.895,5
u_787184,357.0,779,43.61333333333332,2
u_787294,822.0,478,14.6925,7
u_787328,427.0,201,26.15833333333333,1
u_787524,775.0,701,28.51,3
u_787649,275.0,216,24.2475,1
u_78773,295.0,1100,42.87,3
u_78790,673.0,434,35.7375,5
u_78796,69.0,746,41.8125,2
u_78820,58.0,528,37.015,1
u_788237,357.0,822,31.122500000000002,3
u_788539,460.0,532,42.915,6
u_788626,8.0,1464,35.445,6
u_788883,1243.0,245,23.4425,4
u_788887,742.0,363,34.760000000000005,2
u_789136,325.0,326,20.15125,3
u_789245,985.0,437,49.677499999999995,1
u_789633,655.0,43,18.86,2
u_789701,791.0,385,32.165,3
u_789776,982.0,376,41.1725,3
u_790192,232.0,585,40.667500000000004,2
u_790468,27.0,972,45.195,3
u_790616,333.0,375,31.8725,2
u_790709,306.0,1090,25.72,3
u_79076,243.0,1108,25.2075,2
u_79089,970.0,469,23.9625,1
u_791105,212.0,145,46.56,2
u_791122,1086.0,150,28.715,4
u_791227,1279.0,75,39.2,3
u_791338,142.75,123,35.769,4
u_791389,13.0,493,28.64,2
u_791492,624.0,100,26.985,3
u_791565,10.0,715,29.0075,1
u_792291,312.0,99,25.3325,4
u_792330,433.5,579,24.50333333333333,2
u_79239,1010.0,79,31.0225,4
u_792717,951.0,504,32.4125,2
u_79272,1094.0,360,35.195,1
u_793078,1248.0,60,36.099999999999994,3
u_793180,304.0,183,30.875,5
u_793265,415.0,726,10.815000000000001,3
u_793368,300.0,662,24.1525,6
u_79342,353.5,159,19.745,3
u_793507,347.6666666666667,161,31.317500000000003,3
u_793601,420.0,781,34.5,4
u_793648,653.0,21,37.545,2
u_793791,303.5,728,33.608333333333334,3
u_793941,325.0,366,21.737499999999997,2
u_794042,620.0,173,29.134999999999998,7
u_79406,441.5,313,23.98166666666667,2
u_794188,415.0,195,22.9525,2
u_794424,442.0,1058,28.75,6
u_794464,115.0,439,19.505000000000003,4
u_794472,205.0,55,32.74,1
u_794625,321.0,864,39.945,1
u_794720,121.0,628,32.2375,10
u_79475,580.0,221,19.8075,2
u_794814,720.0,506,27.565,3
u_794885,701.0,518,56.345,6
u_794910,253.0,875,24.07,1
u_795095,235.75,192,24.948,1
u_795265,435.0,280,20.7125,5
u_795269,504.5,221,31.97333333333333,1
u_795331,404.0,246,33.870000000000005,5
u_79567,150.0,795,47.364999999999995,5
u_795815,400.0,190,50.985,4
u_796015,984.0,27,33.6575,1
u_796061,419.5,506,15.185,5
u_796393,199.0,244,48.7725,2
u_796608,1098.0,296,28.09,5
u_796904,696.0,247,30.8725,7
u_796943,692.5,56,8.36,5
u_796977,403.5,84,38.455000000000005,2
u_797008,29.0,433,31.835,2
u_797488,269.5,335,26.673000000000002,4
u_797562,698.0,39,27.11,3
u_797645,124.0,1106,35.0025,3
u_797706,783.0,183,34.7225,3
u_797737,435.0,963,33.705,2
u_797824,522.0,16,41.8575,2
u_797932,347.0,290,27.526666666666667,2
u_798155,345.0,696,42.932500000000005,1
u_798351,600.0,555,33.7725,8
u_798494,1071.0,28,20.995,4
u_798703,842.0,461,43.9425,2
u_798716,300.0,360,28.88,6
u_798968,756.0,748,31.08,2
u_799192,991.0,170,23.4625,6
u_799334,148.0,596,25.34166666666667,1
u_799399,255.0,548,30.564999999999998,2
u_799406,16.0,247,17.6725,2
u_799593,625.0,866,33.3425,4
u_799720,261.5,157,34.306999999999995,6
u_799933,241.0,456,30.62166666666667,2
u_799979,428.5,100,28.281666666666666,3
u_800016,299.0,734,26.924999999999997,5
u_800074,437.3333333333333,80,48.1625,3
u_800108,878.0,86,19.9175,5
u_800164,1064.0,353,24.7475,5
u_800267,863.0,121,42.9625,1
u_800314,380.5,634,17.68166666666667,4
u_800362,198.25,100,29.610000000000003,2
u_800397,446.0,985,14.2375,10
u_800487,458.0,170,26.195,2
u_800571,159.66666666666666,867,28.71,4
u_800933,793.0,122,25.405,2
u_801068,265.25,439,30.131,2
u_801075,53.0,673,35.05,2
u_801536,1145.0,246,30.189999999999998,4
u_801584,361.0,365,30.735,1
u_801618,1271.0,26,29.490000000000002,1
u_802152,171.5,917,25.478333333333335,6
u_802611,1217.0,37,27.155,5
u_802618,392.0,866,26.61,1
u_802806,598.0,194,35.6225,3
u_802895,310.5,531,37.905,1
u_80302,555.0,843,23.0625,4
u_80322,467.0,446,27.369999999999997,2
u_803268,548.0,713,36.855,3
u_803342,389.0,943,24.7475,4
u_803456,578.0,317,41.855000000000004,5
u_803529,308.0,62,38.17,2
u_803940,213.0,47,22.369999999999997,6
u_804018,460.0,39,30.2275,4
u_804038,330.0,849,38.4075,1
u_804192,256.0,327,26.417499999999997,4
u_804333,198.0,1304,34.0,2
u_804402,549.5,246,22.981666666666666,2
u_804532,447.5,195,45.77333333333333,5
u_804575,528.0,745,22.2025,4
u_80459,454.5,251,27.393333333333334,1
u_805135,308.0,804,19.127499999999998,5
u_805911,116.0,604,34.4925,3
u_805914,508.0,432,17.4075,1
u_80598,50.0,1031,36.6175,3
u_806037,112.0,168,48.3825,2
u_806273,745.0,627,25.765,8
u_806547,467.5,158,28.29166666666666,2
u_806548,760.0,722,17.7575,1
u_806637,192.0,451,24.8475,4
u_806855,28.0,432,12.5525,2
u_806866,996.0,114,32.33,5
u_807112,4.0,787,18.9175,2
u_807188,177.0,1133,36.6475,2
u_807243,502.0,731,23.64,7
u_807370,242.5,365,42.445,2
u_807430,456.0,420,31.474999999999998,4
u_807452,270.0,287,24.695,2
u_807462,545.0,9,31.075,3
u_807706,865.0,123,32.155,10
u_807737,604.0,237,22.163333333333338,3
u_807803,352.5,772,24.849999999999998,5
u_808179,863.0,265,10.625,4
u_808286,231.0,72,40.2075,2
u_80846,276.0,206,24.14,1
u_808516,610.0,814,25.4725,5
u_808809,334.0,664,26.865,6
u_808877,688.0,299,33.665,1
u_809191,422.0,28,27.017500000000002,5
u_809207,156.0,1348,17.1325,5
u_809644,219.0,662,37.75166666666666,2
u_809993,57.0,600,35.25,3
u_810411,835.0,362,28.2425,3
u_810519,545.0,363,23.31833333333333,10
u_810874,314.5,648,37.75,7
u_810890,425.0,728,25.2875,3
u_811391,596.0,196,32.4525,5
u_812200,628.0,347,30.3125,3
u_812489,430.0,245,36.2125,6
u_812668,949.0,336,38.63,6
u_812697,502.0,773,30.39,2
u_813015,287.0,796,39.97666666666667,4
u_813149,47.0,1440,26.049999999999997,5
u_813336,306.0,74,33.736000000000004,3
u_813350,640.0,755,27.17,3
u_813549,320.0,268,29.44,8
u_813561,115.0,582,37.4625,3
u_813579,80.0,1323,35.75,3
u_813637,557.0,508,34.9,5
u_813709,831.0,261,37.2275,5
u_813728,106.0,470,16.03,3
u_813730,298.0,298,35.4225,1
u_813855,556.5,333,37.73666666666667,2
u_814005,255.0,279,40.262499999999996,1
u_814103,243.0,197,35.1275,1
u_814180,241.0,820,21.615,3
u_814278,445.5,54,27.13166666666667,2
u_814339,32.0,740,28.52,2
u_814926,620.0,495,25.662499999999998,2
u_81510,396.0,617,26.197499999999998,2
u_815201,238.0,1037,21.7375,2
u_815814,152.0,674,24.442500000000003,7
u_815868,234.5,900,31.21666666666667,3
u_81603,915.0,97,48.9475,3
u_816049,77.0,1181,15.2775,2
u_816087,562.0,298,26.92,1
u_816156,485.0,244,28.024999999999995,1
u_816351,1127.0,340,24.46,7
u_816519,480.0,289,17.884999999999998,3
u_81653,40.0,705,43.08,3
u_816816,493.0,611,22.405,2
u_817034,270.0,495,26.4375,3
u_817043,507.0,813,28.03,2
u_817277,243.5,602,37.55833333333334,4
u_817278,21.0,1421,28.939999999999998,4
u_817480,490.0,511,31.066666666666663,1
u_817571,580.0,367,22.0325,1
u_817910,1394.0,81,25.5,1
u_817915,461.3333333333333,120,33.89125,2
u_818132,584.0,173,18.65,1
u_818146,415.0,514,38.233333333333334,5
u_818386,1103.0,55,24.145,4
u_818389,93.5,336,37.678333333333335,6
u_818550,143.0,697,30.8425,2
u_818808,132.5,961,28.763333333333332,3
u_818988,846.0,605,22.89,3
u_818999,117.0,941,33.5025,3
u_819008,534.0,746,37.575,1
u_819226,135.0,1256,27.814999999999998,1
u_819303,117.0,346,39.9925,5
u_819865,1032.0,363,19.455,4
u_820082,157.0,733,20.002499999999998,1
u_8202,805.0,90,36.4475,2
u_820416,70.0,1034,37.6425,4
u_820769,431.0,578,20.326666666666668,2
u_820860,617.0,60,28.18,5
u_821017,72.0,484,26.2775,3
u_82108,318.3333333333333,129,29.208750000000002,4
u_821479,287.0,1180,31.4625,2
u_821873,23.0,1035,27.065,3
u_821933,406.0,161,26.59,3
u_82194,372.0,747,16.25,3
u_822182,477.0,174,25.87833333333333,4
u_822464,49.0,864,28.4975,6
u_822746,490.0,961,46.6075,2
u_822767,1153.0,242,25.240000000000002,2
u_822825,209.66666666666666,433,20.942500000000003,3
u_822983,329.0,148,32.28666666666667,5
u_822990,214.0,723,43.905,3
u_823212,317.0,278,29.63,3
u_823249,375.0,45,30.03833333333333,8
u_823281,52.0,1299,44.54,1
u_823298,171.0,217,33.6725,1
u_823374,168.0,865,38.505,6
u_823411,869.0,501,14.765,2
u_823640,252.0,1188,24.585,4
u_823685,192.0,192,24.174999999999997,3
u_823729,29.0,487,37.155,3
u_823753,356.0,223,29.52333333333333,2
u_823759,260.5,755,22.708333333333332,3
u_824129,19.0,174,49.082499999999996,5
u_824150,1157.0,309,33.7325,2
u_824256,984.0,313,28.7975,4
u_824299,96.0,674,19.115000000000002,3
u_824378,38.0,578,23.5325,8
u_824654,574.0,78,29.885,1
u_824748,672.0,12,39.64666666666667,3
u_824965,293.0,856,26.436666666666667,1
u_825021,916.0,482,26.115000000000002,7
u_825137,390.5,144,25.953333333333333,5
u_825225,322.0,32,28.492999999999995,3
u_825477,1019.0,385,18.2525,3
u_825756,460.0,15,37.8875,3
u_825776,315.0,650,26.54,3
u_8260,209.5,25,35.695,3
u_826239,502.0,729,32.935,3
u_826472,328.5,316,42.68833333333333,3
u_826796,911.0,173,28.027499999999996,4
u_827038,331.6666666666667,73,30.52375,4
u_827151,731.5,3,26.74,6
u_827544,882.0,10,36.3275,1
u_828355,73.0,76,19.46,2
u_828469,350.6666666666667,170,28.39,4
u_828592,618.0,21,49.245,3
u_828754,500.0,880,43.03,3
u_828762,180.0,902,40.4725,1
u_828829,167.0,706,35.769999999999996,2
u_828960,367.0,565,22.203333333333333,1
u_828989,657.0,145,20.4475,3
u_829038,586.0,224,28.340000000000003,2
u_829265,575.0,324,26.38166666666667,4
u_829484,236.0,204,32.77,5
u_829559,643.0,652,41.224999999999994,2
u_829611,939.0,460,37.1875,3
u_830541,189.5,389,21.333333333333332,4
u_831158,314.0,1107,20.475,3
u_831214,385.0,793,27.3175,1
u_831499,318.0,275,33.43125,3
u_831526,459.0,361,26.2825,3
u_831877,286.0,295,27.085,6
u_832361,232.66666666666666,290,24.9325,6
u_83246,843.0,409,28.9225,7
u_832677,500.0,348,30.810000000000002,2
u_83280,990.0,45,22.7675,2
u_83319,1244.0,148,22.127499999999998,1
u_833203,203.0,99,31.369999999999997,5
u_833214,695.0,26,20.6525,4
u_833262,1155.0,229,21.3925,4
u_833466,202.5,101,22.948333333333334,3
u_833524,427.5,183,22.686666666666667,1
u_833550,459.0,870,28.247500000000002,1
u_833740,814.0,287,24.2525,2
u_833822,159.33333333333334,1031,20.8825,1
u_83387,816.0,199,24.475,1
u_834118,899.0,38,40.302499999999995,7
u_834271,100.0,936,55.845,3
u_834704,657.0,409,40.875,2
u_834714,321.0,22,42.43,2
u_834926,85.0,722,21.9675,2
u_834937,1346.0,4,33.26,2
u_835032,44.0,920,18.6675,2
u_83513,448.6666666666667,74,49.752500000000005,4
u_835633,628.0,245,20.070000000000004,4
u_835677,435.0,344,42.37,3
u_835817,78.0,108,36.27333333333333,3
u_835855,1065.0,382,21.729999999999997,1
u_835898,246.5,831,34.71666666666667,3
u_836262,71.0,417,34.805,1
u_836287,113.0,225,15.5825,3
u_836368,217.0,843,47.4925,1
u_836453,419.0,222,35.63,3
u_836847,539.0,1,35.651666666666664,4
u_836875,904.0,504,28.987499999999997,4
u_837416,539.0,889,32.0225,5
u_837434,758.0,61,13.16,8
u_837582,487.0,453,37.302499999999995,1
u_838017,1249.0,148,29.715,5
u_838794,118.0,404,20.259999999999998,2
u_839453,579.0,754,33.010000000000005,5
u_839480,521.0,363,27.55,3
u_839877,479.0,612,35.525000000000006,3
u_840020,951.0,7,23.845,5
u_840113,433.0,363,39.595,2
u_840141,500.0,797,30.5775,3
u_840177,381.0,1036,21.4975,2
u_840646,302.0,301,16.7325,1
u_840728,826.0,406,52.175,3
u_840801,492.5,145,23.165000000000003,4
u_840835,651.0,697,29.355,3
u_841081,1251.0,243,44.68,9
u_841132,205.0,841,33.42,2
u_841380,330.0,418,13.0475,3
u_84156,184.0,587,32.1775,2
u_841590,1076.0,434,19.65,3
u_842175,142.0,894,29.6875,5
u_84226,676.5,144,28.38,2
u_842836,297.0,1128,34.9425,3
u_842874,326.3333333333333,104,44.14,1
u_843614,140.0,448,20.14,3
u_844197,371.5,7,26.194999999999997,5
u_844215,358.0,773,29.2275,3
u_844232,364.0,313,44.379999999999995,7
u_84434,34.0,226,35.0075,1
u_844541,128.0,650,36.2125,3
u_844678,430.5,630,45.81166666666667,6
u_844786,892.0,531,49.2,2
u_84482,378.0,672,34.77166666666667,6
u_844990,882.0,317,54.075,1
u_845049,330.5,108,26.92833333333333,3
u_845125,496.0,242,34.449999999999996,4
u_845180,549.0,99,20.439999999999998,2
u_84521,398.0,178,45.635,3
u_845289,91.0,397,23.2475,5
u_845421,106.0,1404,25.275,2
u_845603,983.0,267,15.107499999999998,3
u_845797,51.0,912,31.939999999999998,7
u_846053,263.0,293,23.2975,1
u_846102,702.0,342,27.945,8
u_846165,146.5,22,26.667,2
u_846237,61.5,1229,29.653333333333336,5
u_846365,651.0,840,27.395,4
u_846463,441.0,339,41.52333333333333,1
u_846581,141.0,273,41.864999999999995,4
u_846959,259.0,342,30.4875,7
u_847175,134.0,864,21.06,2
u_847239,484.0,1008,37.035,5
u_84724,477.0,201,36.27833333333333,1
u_847323,503.0,792,25.6425,5
u_847853,20.0,1236,18.377499999999998,2
u_847920,155.0,770,28.445,4
u_848332,777.0,353,38.1725,3
u_848639,821.0,368,25.6875,5
u_848672,506.0,76,35.8,2
u_848824,262.0,1181,16.0,1
u_848927,14.0,873,34.83,4
u_848989,1009.0,37,18.105,3
u_849012,187.5,970,33.550000000000004,1
u_849115,525.0,205,24.78,4
u_849143,179.5,965,31.705,3
u_849409,720.0,530,38.120000000000005,5
u_849637,667.5,86,33.75,1
u_850045,1149.0,75,14.9875,3
u_850459,51.0,1268,15.592500000000001,2
u_850583,261.0,485,38.73,6
u_850603,234.66666666666666,321,42.72,6
u_850958,1302.0,122,26.8975,2
u_850988,89.0,390,32.55,1
u_851087,896.0,316,24.21,6
u_851319,68.0,176,52.825,3
u_85147,470.0,321,47.20666666666667,4
u_8515,661.0,386,27.2,7
u_852120,265.0,673,27.137500000000003,4
u_852459,212.0,389,15.0475,3
u_852635,42.0,1380,38.45,6
u_852692,969.0,261,43.345,5
u_852772,790.0,619,13.0775,1
u_852921,135.0,778,33.7225,4
u_853013,101.0,577,26.1475,5
u_853304,383.3333333333333,250,37.58,4
u_85333,340.0,463,20.8725,2
u_853342,288.0,223,35.580000000000005,2
u_853483,312.0,481,32.56,2
u_853624,1035.0,25,42.9075,2
u_85409,532.5,284,38.39,3
u_854401,966.0,439,31.052500000000002,4
u_85443,396.5,585,23.411666666666665,2
u_854493,467.0,937,21.244999999999997,3
u_854622,1016.0,5,37.125,2
u_854830,147.0,1297,29.1325,5
u_85507,384.0,31,28.4225,4
u_855125,520.0,509,22.5925,4
u_855354,14.0,201,40.370000000000005,4
u_85547,321.5,374,32.73833333333334,1
u_855578,167.5,557,31.933333333333334,4
u_855607,212.0,433,19.270000000000003,5
u_855631,52.0,742,24.14,4
u_855785,298.0,583,19.345,1
u_856107,192.0,1009,42.095,3
u_856143,49.0,433,17.5475,3
u_856149,258.0,781,40.995,5
u_856591,44.0,226,27.43,2
u_856846,431.5,396,22.455000000000002,1
u_857170,628.5,169,18.099999999999998,2
u_85726,120.0,653,45.985,3
u_857328,91.0,772,25.03,2
u_857678,428.0,675,32.68,7
u_857799,336.0,805,35.815,5
u_857830,776.0,437,26.48,2
u_857897,663.0,55,30.701666666666668,4
u_858023,36.0,1311,32.23,3
u_85810,340.0,97,26.96166666666667,6
u_858191,541.0,708,48.7075,1
u_858342,104.0,1224,45.6975,2
u_858535,469.0,662,30.759999999999998,2
u_85867,1074.0,246,21.77,3
u_858886,315.0,265,14.25625,4
u_859015,1187.0,230,28.8325,1
u_859212,1262.0,240,17.335,6
u_859226,447.0,566,28.8675,2
u_859356,197.0,48,43.565,2
u_859378,716.0,101,36.885,3
u_859843,689.0,586,35.239999999999995,1
u_860124,77.5,607,27.023333333333337,1
u_860191,413.5,93,32.52333333333333,2
u_860685,248.0,625,50.77375,4
u_860741,71.0,583,18.8425,1
u_860814,960.0,506,35.224999999999994,1
u_860817,306.0,1025,25.625,3
u_860968,880.0,322,28.935000000000002,3
u_861001,499.0,270,33.69833333333333,2
u_861111,347.0,979,47.3725,2
u_861143,672.0,772,16.54,2
u_861284,500.0,108,20.932499999999997,2
u_861482,258.5,168,24.471999999999998,2
u_861543,186.33333333333334,604,25.307499999999997,2
u_861672,479.5,446,28.83,5
u_861709,15.0,444,31.8725,1
u_861937,821.0,246,38.67,5
u_862233,419.0,782,45.06,5
u_862245,1366.0,79,24.035,1
u_862251,1013.0,469,31.5775,2
u_86230,1028.0,175,44.8575,3
u_862489,244.0,1082,33.9275,5
u_862498,144.0,634,23.351666666666663,5
u_862717,635.0,85,31.603333333333335,2
u_862970,233.0,129,23.0425,4
u_863094,448.5,170,36.531666666666666,5
u_86337,33.0,720,39.0225,1
u_863438,141.0,533,39.82,2
u_863581,370.0,433,29.817500000000003,2
u_863585,232.0,421,28.83,5
u_863763,238.0,509,22.9225,7
u_863945,213.0,549,30.331000000000007,1
u_864072,58.0,422,33.1825,3
u_864103,762.0,152,11.12,4
u_864181,34.0,278,52.96,5
u_864297,217.0,706,25.0725,4
u_864399,413.0,625,11.7725,3
u_864485,289.0,271,28.6475,4
u_864524,211.0,518,25.50166666666667,4
u_864813,276.5,121,27.873333333333335,4
u_865005,151.75,799,20.512,3
u_865045,441.0,207,46.0175,1
u_865061,656.5,109,17.625,5
u_865437,287.0,1083,17.1875,2
u_865525,507.0,610,23.2575,3
u_865785,644.0,131,43.17166666666666,1
u_865791,431.0,869,18.09,4
u_865845,337.0,874,39.0925,2
u_866013,653.0,296,17.97,5
u_866174,397.0,371,42.712500000000006,1
u_866205,435.0,673,26.39,4
u_866282,240.5,151,33.43333333333334,3
u_866423,552.0,484,24.18,2
u_866515,471.5,173,28.855,3
u_866518,1011.0,337,28.11,5
u_867389,730.0,639,33.485,8
u_867704,359.0,385,41.9225,9
u_867892,1054.0,203,44.644999999999996,3
u_867904,456.0,579,27.903333333333336,9
u_868539,821.0,74,35.835,4
u_868774,98.0,27,43.07,5
u_868988,164.33333333333334,97,31.125,1
u_869026,457.5,408,43.89666666666667,2
u_869118,797.0,672,41.1525,7
u_869337,970.0,98,44.7425,1
u_869502,650.0,240,38.8,4
u_869516,288.0,364,19.865,3
u_869881,43.0,603,25.025,3
u_869895,933.0,290,35.505,4
u_870013,475.0,160,16.0625,2
u_870102,297.0,900,22.261666666666667,1
u_870158,682.0,3,17.333333333333332,2
u_870247,179.0,181,25.0425,3
u_870317,302.0,226,37.0825,4
u_870383,52.0,1255,31.02,1
u_870961,1047.0,170,37.057500000000005,2
u_871341,156.0,97,36.85333333333333,8
u_871428,901.0,336,35.575,1
u_871938,141.0,926,56.33,2
u_87229,525.0,53,33.595,4
u_872541,430.6666666666667,54,25.386249999999997,3
u_872992,160.0,267,30.4125,9
u_873203,77.0,49,42.4675,4
u_873430,277.0,703,25.90833333333333,1
u_873664,821.0,91,29.590000000000003,6
u_874004,1159.0,181,31.6725,6
u_874079,1222.0,268,38.34,2
u_874504,180.5,768,43.09666666666667,3
u_874616,396.0,194,29.40166666666667,1
u_874802,462.0,487,21.5925,2
u_875419,833.0,110,14.7925,1
u_875733,585.0,10,32.605,4
u_876149,808.0,129,21.11,3
u_876361,655.0,681,20.5275,5
u_876397,103.0,1272,28.962500000000002,2
u_876539,876.0,134,35.045,3
u_876762,856.0,272,26.322499999999998,3
u_87696,554.5,243,45.31,4
u_876966,764.0,4,36.99,1
u_87705,184.0,276,38.4375,3
u_877087,420.0,484,33.4225,3
u_877241,347.0,781,39.445,3
u_877540,538.0,821,31.1325,3
u_877587,316.0,172,27.36,4
u_877607,419.5,296,41.47,7
u_877947,572.5,170,28.338333333333335,1
u_878041,115.0,1179,25.6875,2
u_878077,867.0,489,22.5375,2
u_878116,0.0,1064,36.2125,1
u_878386,368.0,988,28.4725,3
u_878448,1270.0,222,35.5075,2
u_878515,636.0,98,35.33833333333333,3
u_878557,349.0,1022,32.655,2
u_878812,842.0,29,36.705,6
u_879240,336.0,170,33.457499999999996,5
u_879354,461.0,914,36.8375,2
u_879374,291.0,1181,17.68,1
u_879581,533.0,531,21.970000000000002,3
u_879649,346.5,386,28.3,4
u_879917,1242.0,247,27.02,2
u_880065,391.5,204,24.89833333333333,2
u_880143,465.0,495,33.74,3
u_88029,577.0,219,21.400000000000002,2
u_880306,143.66666666666666,917,33.56,3
u_880452,669.0,652,36.875,5
u_880583,142.0,459,38.615,8
u_880658,249.0,1011,32.445,2
u_88097,695.0,316,25.8525,1
u_88112,423.0,390,26.551666666666666,9
u_881154,270.0,163,41.98,7
u_881348,570.0,608,35.33,3
u_881450,220.0,618,46.29500000000001,6
u_88175,58.0,128,41.425,2
u_882199,612.0,589,46.03,2
u_882586,594.5,107,36.46333333333334,3
u_88265,684.5,49,41.155,1
u_882769,853.0,13,25.6475,5
u_882787,799.0,27,13.805,4
u_882838,433.0,1009,30.4375,1
u_882910,252.0,505,35.682500000000005,3
u_883509,949.0,85,49.6825,2
u_883552,297.6666666666667,222,28.061249999999998,5
u_883596,297.0,456,21.455,4
u_883682,70.0,314,16.21,6
u_883747,170.0,415,28.573333333333334,4
u_883836,269.0,290,25.961000000000002,5
u_88396,170.0,1154,24.9375,2
u_883973,193.66666666666666,291,28.82375,6
u_884262,221.0,528,26.6825,3
u_884388,649.0,730,9.307500000000001,1
u_884411,441.0,148,41.03333333333333,4
u_884725,286.0,590,32.817499999999995,3
u_885174,1170.0,178,44.6225,3
u_885217,163.0,462,27.54,2
u_88529,31.0,222,27.8175,5
