,client,recency_segment,frequency_segment,monetary_segment,segments,segments_numeric,frequency,recency,monetary
882,u_110470,3,5,5,loyal customers,1,147.0,934,14.1925
883,u_110496,2,5,3,at risk,7,119.0,936,33.212500000000006
884,u_110516,3,4,3,loyal customers,1,283.0,701,28.8125
885,u_110525,3,4,3,loyal customers,1,513.0,701,33.74
886,u_110526,5,3,5,loyal customers,1,887.0,148,17.675
887,u_110532,2,2,1,others,11,938.0,987,43.947500000000005
888,u_110533,3,4,3,loyal customers,1,481.0,726,31.927500000000002
889,u_110554,5,3,2,potential loyalist,2,664.0,63,35.7025
890,u_110557,1,3,1,lost,10,605.0,1329,44.285
891,u_11058,4,2,5,others,11,1140.0,278,20.3725
892,u_110591,4,5,3,loyal customers,1,199.0,339,28.07
893,u_110600,4,4,3,loyal customers,1,389.75,363,30.724
894,u_110614,3,4,2,potential loyalist,2,340.0,849,35.6
895,u_110633,3,4,4,loyal customers,1,382.0,795,21.145
896,u_110643,2,5,4,at risk,7,141.0,1184,24.4175
897,u_110666,4,4,3,loyal customers,1,439.6666666666667,442,27.49375
898,u_110667,5,4,3,loyal customers,1,525.3333333333334,151,28.91375
899,u_110721,2,5,4,at risk,7,262.0,987,24.2075
900,u_110736,1,5,1,lost,10,262.0,1612,43.230000000000004
901,u_110739,2,5,3,at risk,7,182.0,1307,28.497500000000002
902,u_110746,2,4,5,at risk,7,391.0,965,19.439999999999998
903,u_110762,2,4,4,at risk,7,311.0,1185,22.8975
904,u_110765,3,3,4,loyal customers,1,729.0,817,27.46
905,u_110766,1,5,3,lost,10,94.0,1396,33.525
906,u_110784,4,3,3,loyal customers,1,887.0,361,29.8425
907,u_110785,5,2,4,new customers,3,1319.0,123,26.285
908,u_110790,1,5,4,lost,10,199.0,1728,25.7525
909,u_110803,3,3,4,loyal customers,1,670.0,893,26.655
910,u_110814,5,5,2,potential loyalist,2,136.0,106,38.7525
911,u_110821,2,5,4,at risk,7,164.0,1182,21.673333333333336
912,u_110824,4,1,4,others,11,1395.0,461,25.775
913,u_110826,4,3,2,potential loyalist,2,717.5,319,35.6
914,u_110844,2,4,3,at risk,7,354.0,990,28.875
915,u_110848,3,4,1,others,11,426.0,794,45.70666666666667
916,u_110912,4,3,4,loyal customers,1,776.5,321,25.036666666666665
917,u_110915,5,2,3,new customers,3,981.0,221,33.95
918,u_110934,5,3,5,loyal customers,1,829.0,10,19.235000000000003
919,u_110947,5,5,3,loyal customers,1,239.0,49,31.599999999999998
920,u_110969,2,4,3,at risk,7,433.0,1200,28.84
921,u_110986,5,1,2,new customers,3,1719.0,181,39.9825
922,u_1110,5,2,4,new customers,3,1083.0,144,20.4775
923,u_111001,5,1,3,new customers,3,1606.0,194,31.25
924,u_11101,1,4,5,lost,10,286.0,1448,11.46
925,u_111013,4,5,2,potential loyalist,2,146.0,397,38.5325
926,u_111041,1,3,2,lost,10,624.0,1324,38.46
927,u_111050,3,4,2,potential loyalist,2,301.0,611,34.355000000000004
928,u_111056,5,5,2,potential loyalist,2,272.0,13,37.28333333333333
929,u_111067,2,5,4,at risk,7,212.5,1112,23.708333333333332
930,u_111073,3,4,1,others,11,313.0,844,44.8275
931,u_111092,4,5,3,loyal customers,1,275.0,329,28.235
932,u_111095,3,3,2,potential loyalist,2,650.0,746,34.34
933,u_111099,2,4,5,at risk,7,375.0,1083,20.168333333333333
934,u_111115,3,5,2,potential loyalist,2,231.0,854,35.8475
935,u_111133,2,2,5,others,11,977.0,992,19.17
936,u_111140,1,5,4,lost,10,42.0,1389,21.2725
937,u_111150,2,5,3,at risk,7,188.0,995,30.252499999999998
938,u_111163,3,3,2,potential loyalist,2,674.0,894,35.88
939,u_11117,2,4,1,others,11,508.0,1277,49.1825
940,u_11118,4,4,3,loyal customers,1,550.0,485,34.125
941,u_111180,2,4,5,at risk,7,309.0,1179,17.375
942,u_111189,5,3,4,loyal customers,1,904.0,133,26.43
943,u_111200,4,3,4,loyal customers,1,675.0,510,27.375
944,u_111230,3,4,5,loyal customers,1,487.0,677,6.8774999999999995
945,u_111245,4,4,3,loyal customers,1,434.0,338,28.815
946,u_111252,4,3,5,loyal customers,1,707.0,314,19.323333333333334
947,u_111258,5,5,5,champions,0,237.5,267,20.115
948,u_111260,5,2,3,new customers,3,1109.0,26,31.1025
949,u_111269,5,5,2,potential loyalist,2,91.0,33,35.832499999999996
950,u_111277,1,4,2,lost,10,366.0,1609,37.055
951,u_111278,5,4,4,loyal customers,1,550.0,132,27.2
952,u_111281,4,3,3,loyal customers,1,685.0,495,28.345000000000002
953,u_111316,4,2,1,promising,4,1036.0,293,61.925
954,u_111319,5,4,4,loyal customers,1,515.5,168,23.38
955,u_111344,4,3,5,loyal customers,1,781.0,275,15.195
956,u_111386,2,5,2,others,11,74.0,1111,39.4075
957,u_11141,3,5,2,potential loyalist,2,184.0,684,36.557500000000005
958,u_111428,2,4,4,at risk,7,338.0,1107,25.932499999999997
959,u_111474,1,4,1,lost,10,531.0,1327,44.2525
960,u_111478,3,2,4,others,11,1168.0,680,20.4375
961,u_111496,4,1,4,others,11,1375.0,289,22.1625
962,u_111509,3,4,4,loyal customers,1,432.0,864,23.498333333333335
963,u_111519,2,5,5,at risk,7,153.0,1225,19.4325
964,u_111523,2,3,4,at risk,7,782.0,1070,24.135
965,u_111539,4,4,4,loyal customers,1,317.0,346,26.7175
966,u_111543,2,3,5,at risk,7,643.0,1014,16.9025
967,u_111555,4,2,4,others,11,1025.0,494,25.0175
968,u_11156,3,3,2,potential loyalist,2,745.0,775,40.1725
969,u_111576,3,2,4,others,11,1146.0,607,27.377499999999998
970,u_11159,1,5,3,lost,10,184.0,1425,33.0175
971,u_1116,5,1,3,new customers,3,1446.0,76,31.177500000000002
972,u_111625,4,2,3,others,11,931.0,562,28.472499999999997
973,u_111635,2,3,5,at risk,7,918.0,941,17.28
974,u_111651,3,4,4,loyal customers,1,568.5,806,25.14333333333333
975,u_111659,4,2,1,promising,4,1172.0,513,49.3875
976,u_111668,2,4,4,at risk,7,284.0,1252,23.3375
977,u_111715,4,2,5,others,11,1054.0,510,20.0025
978,u_111723,4,3,5,loyal customers,1,669.0,363,15.122499999999999
979,u_111725,3,2,3,need attention,5,1111.0,746,30.515
980,u_111739,4,3,3,loyal customers,1,602.0,577,29.1725
981,u_111749,1,4,4,lost,10,337.0,1332,24.315
982,u_111774,2,3,3,need attention,5,594.0,1062,30.5825
983,u_111790,3,2,5,others,11,1133.0,722,17.387500000000003
984,u_111820,5,2,4,new customers,3,1234.0,3,22.385
985,u_111824,5,3,3,loyal customers,1,884.0,220,29.770000000000003
986,u_111834,3,4,4,loyal customers,1,577.5,680,26.060000000000002
987,u_11185,3,2,1,promising,4,961.0,603,46.735
988,u_11187,1,5,4,lost,10,119.0,1849,21.4175
989,u_111912,4,2,4,others,11,1024.0,346,23.1675
990,u_111913,1,3,4,lost,10,597.0,1349,26.927500000000002
991,u_11193,2,3,2,need attention,5,877.0,947,42.035
992,u_111935,1,4,4,lost,10,557.0,1349,24.884999999999998
993,u_11195,3,3,4,loyal customers,1,908.0,678,22.715
994,u_111955,2,4,3,at risk,7,311.0,1225,30.0175
995,u_11198,4,2,4,others,11,1241.0,537,21.810000000000002
996,u_111998,5,4,5,loyal customers,1,290.0,96,16.8475
997,u_112002,2,4,3,at risk,7,461.0,1061,33.230000000000004
998,u_112040,2,4,5,at risk,7,359.0,1083,18.25
999,u_112048,2,3,2,need attention,5,749.0,1088,38.11
1000,u_112053,2,4,3,at risk,7,424.5,1009,28.625
1001,u_112056,3,3,5,loyal customers,1,646.0,722,16.2075
1002,u_112081,2,4,1,others,11,288.0,1084,46.81
1003,u_11211,1,4,5,lost,10,542.0,1440,13.6125
1004,u_112122,5,5,2,potential loyalist,2,144.0,182,36.455
1005,u_112143,5,1,3,new customers,3,1352.0,22,30.45
1006,u_112172,5,3,4,loyal customers,1,848.0,156,23.275000000000002
1007,u_112211,4,2,2,promising,4,932.0,460,40.9875
1008,u_112241,3,5,4,loyal customers,1,9.0,843,23.3
1009,u_112247,2,4,5,at risk,7,310.0,1132,19.58
1010,u_112259,4,3,5,loyal customers,1,877.0,350,19.7625
1011,u_112261,3,5,5,loyal customers,1,89.0,827,17.9525
1012,u_112263,4,2,4,others,11,1147.0,486,21.25
1013,u_112271,3,4,3,loyal customers,1,436.0,630,32.38
1014,u_112275,3,3,4,loyal customers,1,803.0,733,27.2925
1015,u_112277,3,5,3,loyal customers,1,64.0,637,30.05
1016,u_112283,5,1,1,new customers,3,1461.0,195,45.04
1017,u_112296,5,2,5,new customers,3,1128.0,267,16.825000000000003
1018,u_112324,2,3,2,need attention,5,893.0,964,35.3725
1019,u_112353,5,4,3,loyal customers,1,569.3333333333334,51,34.12875
1020,u_112362,5,5,3,loyal customers,1,194.0,48,31.590000000000003
1021,u_112375,3,2,5,others,11,1055.0,772,19.872500000000002
1022,u_1124,3,3,3,loyal customers,1,597.0,916,31.8475
1023,u_112420,4,4,3,loyal customers,1,302.0,375,33.57
1024,u_112422,3,3,4,loyal customers,1,793.0,873,23.272499999999997
1025,u_112427,4,3,3,loyal customers,1,812.0,587,34.019999999999996
1026,u_112450,4,2,4,others,11,991.0,484,22.3275
1027,u_112469,5,5,4,loyal customers,1,156.0,59,23.0575
1028,u_112525,3,3,4,loyal customers,1,831.0,926,26.759999999999998
1029,u_112530,2,4,3,at risk,7,461.0,1298,29.3275
1030,u_112538,4,2,1,promising,4,1022.0,394,42.8875
1031,u_112550,3,2,3,need attention,5,999.0,848,28.9175
1032,u_112552,3,3,3,loyal customers,1,748.0,889,29.215
1033,u_112553,4,3,3,loyal customers,1,732.0,365,28.438333333333333
1034,u_112556,2,5,4,at risk,7,276.0,1056,23.072499999999998
1035,u_112557,3,4,4,loyal customers,1,514.5,678,24.291666666666668
1036,u_11256,5,3,3,loyal customers,1,787.0,39,28.045
1037,u_112574,5,1,5,new customers,3,1892.0,7,19.6475
1038,u_112604,1,4,3,lost,10,568.0,1333,31.655
1039,u_112627,2,3,3,need attention,5,865.0,1032,32.1525
1040,u_112638,1,5,5,can`t lose them,8,62.0,1861,16.615000000000002
1041,u_112678,5,3,3,loyal customers,1,847.0,158,27.549999999999997
1042,u_112691,1,4,2,lost,10,319.0,1370,40.16
1043,u_11270,5,1,4,new customers,3,1439.0,124,20.48
1044,u_11272,5,1,2,new customers,3,1504.0,269,41.9925
1045,u_112726,5,2,4,new customers,3,1127.0,60,22.247500000000002
1046,u_112737,3,5,4,loyal customers,1,197.0,678,20.92
1047,u_11274,4,4,2,potential loyalist,2,384.0,291,37.7775
1048,u_112776,4,2,4,others,11,1282.0,386,21.994999999999997
1049,u_112778,2,3,5,at risk,7,641.0,1016,12.440000000000001
1050,u_112790,5,4,3,loyal customers,1,384.0,247,33.78
1051,u_112792,5,3,2,potential loyalist,2,661.0,110,41.845
1052,u_112820,5,5,3,loyal customers,1,113.0,177,31.0325
1053,u_11283,5,4,3,loyal customers,1,353.0,193,33.928333333333335
1054,u_112851,2,5,3,at risk,7,151.0,1107,33.615
1055,u_11286,2,5,4,at risk,7,84.0,1203,25.6075
1056,u_112860,2,3,4,at risk,7,591.0,1262,23.355
1057,u_112870,5,4,4,loyal customers,1,459.0,50,25.935000000000002
1058,u_112884,5,1,4,new customers,3,1483.0,53,25.634999999999998
1059,u_112891,5,3,2,potential loyalist,2,853.5,145,41.74
1060,u_112892,2,5,4,at risk,7,67.0,1117,21.41
1061,u_112894,1,5,5,can`t lose them,8,131.0,1705,15.192499999999999
1062,u_112895,3,4,4,loyal customers,1,474.0,682,25.1325
1063,u_112908,2,4,2,others,11,420.0,1240,34.3625
1064,u_112953,4,1,4,others,11,1366.0,579,23.015
1065,u_112959,4,4,3,loyal customers,1,331.0,442,30.59
1066,u_112966,4,3,3,loyal customers,1,768.5,313,32.495
1067,u_112968,5,1,1,new customers,3,1674.0,178,46.900000000000006
1068,u_112974,2,5,5,at risk,7,114.0,992,19.58
1069,u_112989,5,2,3,new customers,3,1037.0,125,28.735
1070,u_112997,5,2,3,new customers,3,1127.0,240,33.5275
1071,u_113,5,3,5,loyal customers,1,913.0,24,18.83
1072,u_113022,4,1,3,others,11,1405.0,336,31.0225
1073,u_113050,4,5,4,loyal customers,1,10.0,589,26.015
1074,u_113064,1,5,3,lost,10,44.0,1573,32.2625
1075,u_113071,5,2,3,new customers,3,1007.0,122,30.86
1076,u_113088,1,4,4,lost,10,479.0,1371,26.925
1077,u_113093,4,1,4,others,11,1448.0,365,21.41
1078,u_11311,5,3,2,potential loyalist,2,587.0,3,35.96333333333333
1079,u_113117,4,5,5,loyal customers,1,266.5,289,18.383333333333333
1080,u_113131,3,3,4,loyal customers,1,716.0,846,20.495
1081,u_113141,2,5,2,others,11,250.0,1269,35.379999999999995
1082,u_113152,4,3,5,loyal customers,1,825.0,385,19.66
1083,u_113163,2,5,4,at risk,7,149.0,1131,23.2975
1084,u_113187,5,4,3,loyal customers,1,337.0,122,32.4
1085,u_113192,4,4,2,potential loyalist,2,416.5,349,37.105
1086,u_113205,2,3,2,need attention,5,618.0,1253,35.682500000000005
1087,u_113209,3,4,4,loyal customers,1,409.0,625,22.875
1088,u_113222,5,2,2,new customers,3,1111.0,222,34.805
1089,u_113240,3,4,2,potential loyalist,2,551.0,891,37.347500000000004
1090,u_113249,5,3,3,loyal customers,1,838.0,147,29.75
1091,u_113253,4,1,3,others,11,1563.0,408,30.025
1092,u_113255,3,4,4,loyal customers,1,466.0,868,26.182499999999997
1093,u_113263,5,4,2,potential loyalist,2,321.0,193,35.495
1094,u_113289,1,5,4,lost,10,121.0,1392,26.1925
1095,u_113311,1,5,3,lost,10,91.0,1400,27.482499999999998
1096,u_113314,1,5,3,lost,10,106.0,1849,29.1175
1097,u_113345,4,3,3,loyal customers,1,669.0,530,31.005000000000003
1098,u_113353,5,1,3,new customers,3,1459.0,246,33.495000000000005
1099,u_113363,4,3,3,loyal customers,1,672.0,579,33.2025
1100,u_113379,2,4,5,at risk,7,384.0,1108,12.700000000000001
1101,u_113387,5,5,3,loyal customers,1,210.0,62,28.34
1102,u_113436,3,3,4,loyal customers,1,717.0,818,23.2875
1103,u_113440,4,3,2,potential loyalist,2,670.0,577,34.8125
1104,u_113473,4,4,3,loyal customers,1,423.6666666666667,581,33.3675
1105,u_113475,5,5,4,loyal customers,1,153.0,160,20.7825
1106,u_113486,4,1,1,promising,4,1375.0,460,46.46
1107,u_113512,3,2,4,others,11,1007.0,913,24.6075
1108,u_113518,3,2,2,promising,4,1051.0,848,34.3975
1109,u_113532,1,5,2,lost,10,188.0,1613,37.275
1110,u_113534,3,4,2,potential loyalist,2,538.0,680,34.8075
1111,u_113550,4,5,4,loyal customers,1,271.5,346,24.42
1112,u_11356,4,1,4,others,11,1411.0,319,24.784999999999997
1113,u_113565,4,2,2,promising,4,1176.0,322,38.8675
1114,u_113597,5,2,4,new customers,3,1221.0,174,26.5525
1115,u_113625,4,2,2,promising,4,947.0,350,35.85
1116,u_113628,5,5,3,loyal customers,1,252.0,135,28.3575
1117,u_113653,5,1,2,new customers,3,1737.0,241,42.05
1118,u_113660,3,2,4,others,11,1032.0,824,24.485
1119,u_113664,2,4,4,at risk,7,405.0,963,26.9525
1120,u_113667,5,3,1,others,11,825.0,160,48.2625
1121,u_113670,3,4,4,loyal customers,1,368.0,624,25.7975
1122,u_113677,3,3,5,loyal customers,1,597.0,830,17.525
1123,u_113703,4,1,2,promising,4,1387.0,586,36.9175
1124,u_113713,3,4,5,loyal customers,1,534.0,794,17.155
1125,u_113715,5,2,4,new customers,3,987.0,176,26.325
1126,u_113718,2,3,2,need attention,5,695.0,1251,35.792500000000004
1127,u_113737,2,4,5,at risk,7,449.0,1024,19.6075
1128,u_113748,4,5,4,loyal customers,1,220.0,365,23.36
1129,u_113765,4,1,2,promising,4,1459.0,461,41.04
1130,u_113785,2,4,1,others,11,441.0,1058,46.192499999999995
1131,u_113792,3,2,2,promising,4,1059.0,798,34.7575
1132,u_113807,5,3,4,loyal customers,1,867.5,125,26.135
1133,u_113815,5,5,4,loyal customers,1,157.5,4,25.451666666666668
1134,u_11383,3,5,2,potential loyalist,2,115.5,752,38.24333333333333
1135,u_113849,1,3,3,lost,10,603.0,1331,32.275
1136,u_113853,1,5,1,lost,10,230.0,1334,55.405
1137,u_113868,3,4,4,loyal customers,1,362.0,625,22.9575
1138,u_113883,5,3,4,loyal customers,1,867.5,193,25.78
1139,u_113902,3,3,4,loyal customers,1,771.0,914,21.14
1140,u_113910,1,5,4,lost,10,143.0,1468,22.902499999999996
1141,u_113914,5,2,4,new customers,3,973.0,8,21.4075
1142,u_113921,5,1,4,new customers,3,1515.0,9,23.63
1143,u_113967,5,3,1,others,11,884.0,149,43.8025
1144,u_113976,4,5,3,loyal customers,1,76.0,441,27.927500000000002
1145,u_113981,5,4,4,loyal customers,1,449.0,175,24.042499999999997
1146,u_113983,4,1,3,others,11,1536.0,323,28.475
1147,u_113996,4,4,5,loyal customers,1,335.0,494,12.53
1148,u_114025,5,4,2,potential loyalist,2,573.0,179,38.38166666666667
1149,u_11403,4,4,2,potential loyalist,2,509.0,547,35.52
1150,u_114031,4,2,2,promising,4,1237.0,432,34.925
1151,u_114056,4,5,3,loyal customers,1,15.0,326,30.4875
1152,u_114066,3,3,2,potential loyalist,2,757.0,924,34.3925
1153,u_114088,2,5,3,at risk,7,117.0,1059,27.65
1154,u_114093,1,5,3,lost,10,123.0,1708,31.855000000000004
1155,u_114098,2,5,1,others,11,6.0,1107,43.5775
1156,u_114110,1,5,4,lost,10,131.0,1706,26.6575
1157,u_114119,1,4,3,lost,10,536.0,1374,27.6325
1158,u_114122,4,3,3,loyal customers,1,863.0,461,32.795
1159,u_114128,2,5,4,at risk,7,9.0,1121,21.1875
1160,u_114159,3,5,4,loyal customers,1,58.0,853,25.9625
1161,u_114161,3,4,1,others,11,338.0,840,46.2825
1162,u_114172,5,2,4,new customers,3,1249.0,49,26.33
1163,u_114174,3,4,3,loyal customers,1,517.0,749,33.115
1164,u_114176,3,3,3,loyal customers,1,817.0,674,28.7875
1165,u_114182,5,3,3,loyal customers,1,905.0,245,28.9025
1166,u_114189,4,3,2,potential loyalist,2,767.0,341,39.8875
1167,u_11419,5,2,4,new customers,3,1038.0,102,26.294999999999998
1168,u_114215,4,4,4,loyal customers,1,317.0,420,22.9775
1169,u_114248,2,4,1,others,11,441.0,1087,43.6275
1170,u_114253,1,5,4,lost,10,186.0,1691,23.23
1171,u_114279,4,3,4,loyal customers,1,856.0,517,25.735
1172,u_114287,1,5,4,lost,10,179.0,1776,25.02
1173,u_114291,5,3,4,loyal customers,1,880.0,110,22.174999999999997
1174,u_114294,2,3,2,need attention,5,718.0,1227,37.8475
1175,u_114332,2,4,4,at risk,7,279.0,1269,26.67
1176,u_114337,4,1,2,promising,4,1327.0,560,38.3775
1177,u_114416,3,4,3,loyal customers,1,405.0,778,31.11
1178,u_114446,5,3,2,potential loyalist,2,858.0,10,40.465
1179,u_114517,4,5,3,loyal customers,1,12.0,540,32.5625
1180,u_114519,4,5,3,loyal customers,1,171.0,345,30.695
1181,u_114544,5,3,3,loyal customers,1,799.0,195,30.67
1182,u_114556,5,5,3,loyal customers,1,108.0,72,28.85
1183,u_114558,3,5,2,potential loyalist,2,82.0,696,34.83
1184,u_114567,3,3,2,potential loyalist,2,692.0,748,38.4825
1185,u_114574,2,4,3,at risk,7,468.0,1020,28.7075
1186,u_114577,5,3,4,loyal customers,1,864.0,122,27.386666666666667
1187,u_114592,3,4,2,potential loyalist,2,571.5,755,34.82333333333333
1188,u_11460,4,5,2,potential loyalist,2,25.0,481,40.585
1189,u_114603,5,3,4,loyal customers,1,877.0,257,26.125
1190,u_114606,2,5,3,at risk,7,45.0,1180,33.7525
1191,u_114607,2,3,5,at risk,7,645.0,1085,12.3875
1192,u_114609,5,4,2,potential loyalist,2,453.0,196,35.52333333333333
1193,u_114613,3,5,4,loyal customers,1,87.0,747,22.795
1194,u_114616,2,4,2,others,11,382.0,1177,41.9925
1195,u_114651,3,3,1,others,11,796.0,842,48.959999999999994
1196,u_114691,1,5,4,lost,10,20.0,1661,21.8075
1197,u_114710,4,3,3,loyal customers,1,636.0,281,33.089999999999996
1198,u_114716,2,5,4,at risk,7,123.0,1274,20.5275
1199,u_114730,1,5,3,lost,10,226.0,1517,29.415
1200,u_114732,5,3,2,potential loyalist,2,623.0,225,38.915
1201,u_114762,5,2,4,new customers,3,1308.0,108,20.5
1202,u_114774,2,3,4,at risk,7,646.0,1190,21.762500000000003
1203,u_114792,4,3,5,loyal customers,1,710.0,347,18.025
1204,u_114797,1,5,2,lost,10,259.0,1351,35.6575
1205,u_114818,1,5,3,lost,10,82.0,1853,34.1825
1206,u_114825,2,4,5,at risk,7,292.0,1152,20.3775
1207,u_114828,2,4,3,at risk,7,524.0,1111,32.3275
1208,u_114840,5,1,2,new customers,3,1498.0,195,41.53
1209,u_114853,1,5,2,lost,10,103.0,1395,37.08
1210,u_114869,4,1,5,others,11,1454.0,422,20.384999999999998
1211,u_114882,5,4,5,loyal customers,1,514.6666666666666,124,19.68125
1212,u_114891,2,4,3,at risk,7,282.0,1158,33.255
1213,u_114899,2,4,2,others,11,300.0,1202,37.7725
1214,u_114918,1,5,4,lost,10,168.0,1708,24.1875
1215,u_11493,5,5,2,potential loyalist,2,265.0,96,35.870000000000005
1216,u_114931,3,4,5,loyal customers,1,449.0,683,16.119999999999997
1217,u_114933,4,4,4,loyal customers,1,576.0,437,22.661666666666665
1218,u_114942,2,3,2,need attention,5,764.0,990,38.42
1219,u_114958,3,4,2,potential loyalist,2,429.0,603,36.974999999999994
1220,u_114976,2,5,3,at risk,7,93.0,1111,32.7875
1221,u_114978,4,4,4,loyal customers,1,284.0,323,25.61
1222,u_114980,1,3,4,lost,10,621.0,1349,24.1925
1223,u_114985,4,2,2,promising,4,1009.0,513,40.9175
1224,u_115006,2,5,2,others,11,198.0,1160,35.6575
1225,u_115016,2,4,5,at risk,7,410.0,1158,10.364999999999998
1226,u_11503,5,1,3,new customers,3,1699.0,7,32.13
1227,u_11504,4,4,2,potential loyalist,2,455.0,293,37.2225
1228,u_115051,2,4,4,at risk,7,459.0,1127,27.0775
1229,u_115061,3,2,4,others,11,1116.0,674,23.2775
1230,u_115100,1,5,5,can`t lose them,8,96.0,1442,19.0175
1231,u_115101,4,2,5,others,11,1203.0,528,14.370000000000001
1232,u_115107,4,5,5,loyal customers,1,16.0,515,20.4075
1233,u_115109,3,5,5,loyal customers,1,228.0,672,13.3375
1234,u_11511,4,2,4,others,11,1220.0,302,26.045
1235,u_115112,3,3,4,loyal customers,1,822.0,689,23.7825
1236,u_115114,2,3,2,need attention,5,604.0,1229,42.0025
1237,u_115173,5,2,2,new customers,3,1151.0,72,35.03
1238,u_115180,4,3,3,loyal customers,1,631.5,489,29.10666666666667
1239,u_115195,5,2,4,new customers,3,1139.0,48,22.44
1240,u_115206,3,5,3,loyal customers,1,117.0,704,27.53
1241,u_115207,2,5,2,others,11,46.0,1055,37.5725
1242,u_115209,4,3,3,loyal customers,1,668.0,585,31.9825
1243,u_115215,2,4,4,at risk,7,551.0,948,25.0775
1244,u_115247,2,5,2,others,11,168.0,1009,34.93
1245,u_115294,2,3,5,at risk,7,642.0,1159,17.4075
1246,u_115295,2,3,4,at risk,7,628.0,1150,24.3975
1247,u_115300,5,3,2,potential loyalist,2,749.5,171,35.96
1248,u_115305,5,4,4,loyal customers,1,414.3333333333333,76,21.427500000000002
1249,u_115313,5,3,3,loyal customers,1,757.0,179,28.807499999999997
1250,u_115316,4,4,4,loyal customers,1,367.0,484,24.2975
1251,u_115320,5,4,5,loyal customers,1,335.0,154,12.185
1252,u_115327,5,1,2,new customers,3,1557.0,52,36.2625
1253,u_115333,4,4,3,loyal customers,1,434.0,290,33.870000000000005
1254,u_115368,5,4,5,loyal customers,1,581.0,42,16.165
1255,u_115380,3,3,1,others,11,677.0,915,44.2475
1256,u_115384,5,4,3,loyal customers,1,503.5,151,27.51
1257,u_115395,3,5,4,loyal customers,1,274.0,913,25.43
1258,u_115403,4,5,3,loyal customers,1,205.0,375,28.862500000000004
1259,u_115405,5,2,1,new customers,3,1283.0,253,43.0075
1260,u_115412,2,5,1,others,11,33.0,1252,43.875
1261,u_115440,1,5,3,lost,10,72.0,1443,28.630000000000003
1262,u_115446,5,2,3,new customers,3,1252.0,74,28.270000000000003
1263,u_115447,3,5,3,loyal customers,1,239.5,700,31.05
1264,u_115448,4,4,3,loyal customers,1,477.0,554,28.322499999999998
1265,u_115472,4,1,2,promising,4,1486.0,323,34.7475
1266,u_115482,5,2,3,new customers,3,1257.0,5,27.69
1267,u_115486,5,3,2,potential loyalist,2,786.0,147,37.08
1268,u_115503,1,4,4,lost,10,505.0,1446,22.335
1269,u_115520,2,3,3,need attention,5,628.0,1152,28.845
1270,u_115535,3,3,4,loyal customers,1,784.0,925,20.9175
1271,u_115545,3,5,3,loyal customers,1,242.0,890,28.345
1272,u_11555,3,4,1,others,11,406.0,701,49.832499999999996
1273,u_115558,1,4,4,lost,10,422.0,1500,23.93
1274,u_115559,3,4,3,loyal customers,1,310.5,700,31.715
1275,u_115560,2,2,3,need attention,5,926.0,1022,27.995
1276,u_115561,3,5,3,loyal customers,1,199.5,727,27.54666666666667
1277,u_115562,5,3,2,potential loyalist,2,644.0,75,41.585
1278,u_115581,5,3,1,others,11,840.0,9,43.239999999999995
1279,u_115582,3,4,3,loyal customers,1,433.0,746,32.6825
1280,u_115590,5,2,5,new customers,3,942.0,222,16.385
1281,u_115601,2,4,4,at risk,7,504.0,1033,21.825000000000003
1282,u_115608,5,3,1,others,11,771.0,243,46.9225
1283,u_115634,5,2,1,new customers,3,1296.0,266,51.537499999999994
1284,u_115639,4,3,3,loyal customers,1,861.0,291,32.4825
1285,u_115640,3,2,4,others,11,1243.0,606,27.2425
1286,u_115653,4,1,3,others,11,1342.0,582,30.7975
1287,u_115680,5,4,5,loyal customers,1,323.0,48,16.02
1288,u_115686,3,5,3,loyal customers,1,151.0,700,28.487500000000004
1289,u_115700,1,4,1,lost,10,457.0,1404,52.095
1290,u_115710,5,5,3,loyal customers,1,7.0,122,28.660000000000004
1291,u_115714,5,3,4,loyal customers,1,908.0,154,22.265
1292,u_115727,3,4,4,loyal customers,1,389.0,864,23.810000000000002
1293,u_115730,5,4,2,potential loyalist,2,575.5,174,36.41833333333333
1294,u_11574,3,5,2,potential loyalist,2,155.5,675,37.78666666666667
1295,u_115745,4,1,2,promising,4,1490.0,343,42.455
1296,u_115775,1,4,3,lost,10,337.0,1643,31.785
1297,u_115776,5,3,5,loyal customers,1,599.0,230,14.155000000000001
1298,u_115780,3,5,2,potential loyalist,2,249.0,746,36.3625
1299,u_115781,4,1,3,others,11,1370.0,293,33.8675
1300,u_115817,2,2,2,need attention,5,1010.0,937,37.8175
1301,u_115827,2,3,3,need attention,5,673.0,1035,31.055
1302,u_115842,3,3,3,loyal customers,1,760.0,848,28.1875
1303,u_115845,5,5,4,loyal customers,1,218.0,8,25.46
1304,u_115868,2,5,1,others,11,219.0,1133,51.239999999999995
1305,u_115875,3,3,4,loyal customers,1,829.0,851,20.759999999999998
1306,u_11588,2,4,3,at risk,7,546.0,1277,28.1575
1307,u_115882,1,4,4,lost,10,428.0,1474,24.265
1308,u_115938,4,2,4,others,11,947.0,349,26.6725
1309,u_115955,2,4,3,at risk,7,577.0,1234,28.285
1310,u_115985,5,5,3,loyal customers,1,119.0,150,33.900000000000006
1311,u_115990,4,5,3,loyal customers,1,34.0,437,30.2
1312,u_115992,3,3,3,loyal customers,1,718.0,806,30.4825
1313,u_116013,3,3,3,loyal customers,1,863.0,794,32.3025
