f_anomaly,m_anomaly,monetary_diff,frequency_diff,f_dec_inc,m_dec_inc,naming
nomal decrease/increase,significant increase,6.488137524326664,318.6222222222222,increase,increase,"Frequency; no change, Monetary ; increase"
significant decrease,significant decrease,-8.235267103825286,272.26190476190476,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant increase,significant increase,13.539984483122819,368.9166666666667,increase,increase,"Frequency; increase, Monetary ; increase"
significant decrease,significant decrease,-7.153888131231074,197.26785714285714,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant decrease,significant decrease,-4.050720751881602,233.91666666666666,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant increase,significant decrease,-0.7937558425466236,399.7111111111111,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant decrease,significant decrease,-1.0858618237484947,259.22564935064935,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant decrease,significant increase,7.355816867649555,309.22222222222223,increase,increase,"Frequency; decrease, Monetary ; increase"
significant decrease,significant decrease,-3.154990229606625,254.07777777777778,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant decrease,significant increase,8.298831761681615,238.23809523809524,increase,increase,"Frequency; decrease, Monetary ; increase"
nomal decrease/increase,significant increase,3.3085430477346733,319.3095238095238,increase,increase,"Frequency; no change, Monetary ; increase"
significant decrease,significant decrease,-10.007339462859296,184.74761904761905,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant increase,nomal decrease/increase,0.3181921459982746,421.5,increase,increase,"Frequency; increase, Monetary ; no change"
significant decrease,significant decrease,-1.5248933267034417,120.98883928571429,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant decrease,significant increase,3.5854383505625513,282.56666666666666,increase,increase,"Frequency; decrease, Monetary ; increase"
significant increase,significant decrease,-2.9955267056964594,379.8857142857143,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant decrease,significant decrease,-1.0584973174877383,193.25859564164648,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant decrease,significant increase,2.4098369354957647,184.2,increase,increase,"Frequency; decrease, Monetary ; increase"
significant decrease,significant decrease,-7.507208795070625,204.11666666666665,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant increase,significant increase,3.402558936476705,332.4962962962963,increase,increase,"Frequency; increase, Monetary ; increase"
significant increase,significant decrease,-9.547773523281034,400.4916666666667,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant increase,significant increase,6.58401470566773,331.7554112554112,increase,increase,"Frequency; increase, Monetary ; increase"
significant decrease,significant decrease,-2.7669702675938694,289.60555555555555,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant decrease,significant increase,10.168512899875644,289.57142857142856,increase,increase,"Frequency; decrease, Monetary ; increase"
nomal decrease/increase,significant decrease,-1.2262372249364937,319.07142857142856,increase,decrease,"Frequency; no change, Monetary ; decrease"
significant decrease,significant increase,3.6952621036554945,249.03571428571428,increase,increase,"Frequency; decrease, Monetary ; increase"
significant increase,significant decrease,-6.881785814861448,449.43333333333334,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant increase,significant decrease,-17.556190908849267,372.17288961038963,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant decrease,significant increase,8.778270948893478,301.6203703703704,increase,increase,"Frequency; decrease, Monetary ; increase"
significant decrease,significant decrease,-2.8655730707038813,278.3690476190476,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant decrease,significant increase,7.879399358332137,281.47222222222223,increase,increase,"Frequency; decrease, Monetary ; increase"
significant increase,significant decrease,-10.40938387267645,391.4,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant increase,significant decrease,-2.1749371705736635,340.6190476190476,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant increase,significant increase,11.197369495515314,345.2333333333333,increase,increase,"Frequency; increase, Monetary ; increase"
significant decrease,significant increase,6.36035663770776,299.79761904761904,increase,increase,"Frequency; decrease, Monetary ; increase"
significant decrease,significant decrease,-1.8763505945205807,266.9722222222222,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant increase,significant decrease,-5.614855856895453,398.93333333333334,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant decrease,significant decrease,-6.993401560235249,283.75,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant decrease,significant decrease,-2.5693507707118464,215.20178571428573,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant decrease,significant increase,8.872050255694539,228.74761904761905,increase,increase,"Frequency; decrease, Monetary ; increase"
significant increase,significant decrease,-3.1008497715741186,402.45909090909095,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant decrease,significant increase,6.679517907670583,261.18367346938777,increase,increase,"Frequency; decrease, Monetary ; increase"
significant decrease,significant decrease,-1.628039544766601,130.1,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant increase,significant increase,8.839611101329325,425.73333333333335,increase,increase,"Frequency; increase, Monetary ; increase"
significant decrease,significant increase,7.87317026083668,313.0333333333333,increase,increase,"Frequency; decrease, Monetary ; increase"
significant increase,significant decrease,-17.968342710038037,370.5166666666667,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant increase,significant decrease,-2.12778963462047,352.7857142857143,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant decrease,significant increase,10.676540402524942,250.20555555555555,increase,increase,"Frequency; decrease, Monetary ; increase"
